Date,Region,Place,Trigger,Weak Layer,Depth_inches,Width_inches,Vertical_inches,Aspect,Elevation_feet
1/14/2015,Salt Lake,Diving Board,Natural,Ground Interface,36.0,2400.0,12000.0,Northeast,9800.0
1/15/2015,Provo,Mary Ellen Gulch,Natural,New Snow/Old Snow Interface,11.0,360.0,3000.0,South,10600.0
1/15/2015,Provo,Cascade Ridge,Skier,New Snow/Old Snow Interface,12.0,360.0,2400.0,West,8700.0
1/14/2015,Uintas,Moffit Basin,Unknown,Facets,24.0,1200.0,2400.0,North,10400.0
1/12/2015,Moab,Moab,Natural,New Snow/Old Snow Interface,24.0,1500.0,8400.0,Northeast,11600.0
1/12/2015,Moab,Moab,Natural,Depth Hoar,30.0,3000.0,5400.0,Northeast,11600.0
1/16/2015,Salt Lake,Little Water,Skier,New Snow/Old Snow Interface,18.0,600.0,3600.0,Northeast,9500.0
1/12/2015,Moab,Moab,Natural,New Snow/Old Snow Interface,2.0,840.0,7200.0,East,11200.0
1/16/2015,Logan,West DB Bowl Area,Natural,Surface Hoar,24.0,5400.0,3000.0,North,8600.0
1/17/2015,Salt Lake,10420,Skier,New Snow/Old Snow Interface,8.0,600.0,2400.0,East,10200.0
1/17/2015,Logan,Naomi Peak Area,Snowmobiler,New Snow/Old Snow Interface,8.0,1200.0,960.0,North,9200.0
1/17/2015,Moab,Moab,Skier,Ground Interface,48.0,840.0,21000.0,Northeast,12100.0
1/19/2015,Salt Lake,Murdock Peak,Skier,Ground Interface,14.0,300.0,1200.0,Northeast,9500.0
1/22/2015,Skyline,Wedding Ring Ridge,Snowmobiler,Density Change,30.0,1800.0,1800.0,East,10000.0
1/26/2015,Salt Lake,Preston peak,Natural,New Snow/Old Snow Interface,6.0,720.0,3000.0,Northeast,10200.0
2/4/2015,Logan,Mt. Magog,Unknown,New Snow,24.0,18000.0,8400.0,East,9400.0
2/4/2015,Logan,Naomi Trail,Snowmobiler,New Snow/Old Snow Interface,24.0,1800.0,1200.0,Southeast,8600.0
2/4/2015,Salt Lake,Suicide Chute,Skier,New Snow/Old Snow Interface,12.0,120.0,7200.0,East,9600.0
2/5/2015,Salt Lake,Highway to Heaven,Skier,Wet grains,6.0,600.0,4200.0,Southeast,10200.0
2/5/2015,Salt Lake,Dog Lake area,Skier,New Snow,4.0,60.0,1200.0,Northeast,10000.0
2/5/2015,Logan,"Mt. Magog, South Ridge",Snowmobiler,Facets,30.0,3000.0,3600.0,East,9000.0
2/5/2015,Logan,Christmas Tree Bowl,Snowmobiler,Facets,30.0,2400.0,4800.0,East,9600.0
2/6/2015,Logan,Cornice Ridge,Natural,New Snow/Old Snow Interface,24.0,1200.0,4800.0,Northeast,9600.0
2/4/2015,Logan,"Mt. Magog, North Face",Snowmobiler,Facets,24.0,2400.0,1200.0,North,8800.0
2/5/2015,Logan,"Hunters Cave, South Ridge",Snowmobiler,Facets,30.0,3600.0,2400.0,East,9200.0
2/10/2015,Uintas,Bald Mountain,Skier,Facets,30.0,840.0,1200.0,North,10400.0
2/21/2015,Ogden,Cutler Basin,Natural,New Snow/Old Snow Interface,2.0,120.0,480.0,Northeast,6500.0
2/22/2015,Salt Lake,Grandview Peak,Skier,New Snow/Old Snow Interface,12.0,600.0,3600.0,Northeast,9200.0
2/23/2015,Salt Lake,White Pine Dup,Skier,Unknown,8.0,360.0,600.0,Northwest,9900.0
2/28/2015,Salt Lake,Banana Days,Snowboarder,Unknown,18.0,480.0,3600.0,Northeast,10400.0
2/28/2015,Uintas,Upper Weber Canyon,Snowboarder,New Snow/Old Snow Interface,15.0,840.0,8400.0,North,11000.0
3/3/2015,Salt Lake,West Monitor,Natural,New Snow/Old Snow Interface,13.0,720.0,9600.0,Northeast,10100.0
3/3/2015,Logan,Hells Kitchen,Natural,New Snow/Old Snow Interface,10.0,840.0,4800.0,East,8900.0
3/4/2015,Salt Lake,Butler Basin,Skier,Facets,24.0,2400.0,6000.0,Northeast,9500.0
3/4/2015,Skyline,Skyline Summit,Snowmobiler,New Snow/Old Snow Interface,36.0,1800.0,4200.0,Northeast,10000.0
3/3/2015,Skyline,Electric Lake,Natural,New Snow/Old Snow Interface,24.0,600.0,840.0,Northeast,8700.0
3/4/2015,Salt Lake,Kessler,Skier,Facets,24.0,600.0,8400.0,North,10000.0
3/4/2015,Skyline,Spring City Canyon,Skier,Facets,30.0,3000.0,6000.0,Northeast,10300.0
3/4/2015,Salt Lake,Upper Days,Skier,Facets,30.0,300.0,4800.0,North,10200.0
3/4/2015,Salt Lake,Home Run,Skier,Facets,18.0,2400.0,2400.0,East,9500.0
3/2/2015,Skyline,Spring City Canyon,Natural,Facets,14.0,4200.0,6000.0,Northeast,10300.0
3/4/2015,Salt Lake,Bonanza Flats,Skier,Facets,8.0,360.0,2400.0,East,10500.0
3/4/2015,Salt Lake,Mongo no,Skier,Facets,36.0,1200.0,8400.0,North,10100.0
3/7/2015,Uintas,Duchesne Ridge,Snowmobiler,New Snow/Old Snow Interface,30.0,1800.0,3000.0,Southeast,9800.0
3/3/2015,Skyline,Pleasant Creek,Snowmobiler,Facets,20.0,960.0,1200.0,North,9200.0
3/3/2015,Skyline,Seeley Canyon,Natural,Facets,30.0,4800.0,8400.0,North,10800.0
3/3/2015,Skyline,Jordan Canyon,Natural,Facets,24.0,3600.0,7200.0,Northeast,10600.0
3/3/2015,Skyline,Blue Slide Fork,Natural,Facets,24.0,600.0,960.0,North,10200.0
3/7/2015,Skyline,Rolfson,Snowmobiler,Facets,30.0,1200.0,3600.0,Northeast,10200.0
3/7/2015,Skyline,Rolfson,Snowmobiler,Facets,30.0,2400.0,3600.0,Northeast,10200.0
3/8/2015,Skyline,Seeley Canyon,Snowmobiler,Facets,24.0,1080.0,3600.0,Northeast,10400.0
3/9/2015,Uintas,Chalk Creek,Skier,Facets,24.0,180.0,1200.0,Northwest,10600.0
3/8/2015,Logan,Tony Grove-Blind Hollow Saddle,Skier,Facets,12.0,840.0,2400.0,North,8700.0
3/12/2015,Skyline,Wedding Ring Ridge,Snowmobiler,Facets,24.0,2400.0,1200.0,Northeast,9700.0
3/11/2015,Skyline,Lake Canyon,Snowmobiler,Facets,30.0,1800.0,5400.0,Northeast,10200.0
3/11/2015,Skyline,Lake Canyon,Snowmobiler,Facets,30.0,2400.0,3600.0,East,10100.0
3/16/2015,Salt Lake,Cone Head,Skier,Facets,24.0,480.0,4800.0,Northeast,9500.0
3/24/2015,Salt Lake,Tuscarora,Skier,New Snow/Old Snow Interface,7.0,600.0,1500.0,North,10500.0
3/24/2015,Salt Lake,Wolverine Cirque,Skier,New Snow/Old Snow Interface,8.0,480.0,6000.0,Northeast,10500.0
3/25/2015,Salt Lake,Cardiac Bowl,Skier,New Snow/Old Snow Interface,12.0,600.0,3600.0,East,11000.0
3/25/2015,Uintas,Moffit Peak SE Face,Natural,New Snow/Old Snow Interface,24.0,1200.0,3600.0,Northeast,10700.0
4/15/2015,Salt Lake,Honeycomb,Skier,New Snow,12.0,300.0,4800.0,Northeast,10100.0
4/26/2015,Salt Lake,Pioneer Peak,Skier,Density Change,4.0,420.0,4800.0,Northwest,10000.0
5/3/2015,Salt Lake,Red Pine Gulch,Skier,Wet grains,6.0,360.0,3600.0,Unknown,10500.0
5/2/2015,Salt Lake,Little Cottonwood Canyon,Natural,Wet grains,24.0,600.0,3600.0,Northeast,10600.0
11/11/2015,Salt Lake,Gunsight,Skier,Facets,8.0,240.0,9600.0,Northeast,10200.0
11/11/2015,Salt Lake,Mt Baldy,Skier,New Snow,"15.0""",720.0,1800.0,Northeast,10500.0
11/11/2015,Salt Lake,Rocky Point,Skier,Facets,6.0,180.0,2400.0,Northeast,10400.0
11/16/2015,Salt Lake,Park City Ridgeline,Skier,Facets,8.0,1800.0,240.0,Northwest,9400.0
11/25/2015,Uintas,Double Hill,Natural,Ground Interface,24.0,1200.0,6000.0,Northeast,10400.0
11/30/2015,Skyline,Big Drift/Skyline Summit,Unknown,Facets,1.0,180.0,240.0,Northeast,9700.0
12/6/2015,Salt Lake,Montreal Hill,Snowshoer,Density Change,10.0,600.0,120.0,Northwest,9500.0
12/6/2015,Salt Lake,Upper Days,Skier,New Snow/Old Snow Interface,8.0,240.0,3000.0,Northeast,10000.0
12/12/2015,Moab,Moab,Skier,Facets,12.0,600.0,2400.0,Northwest,10000.0
12/16/2015,Uintas,Hoyt Peak,Skier,Facets,16.0,360.0,1200.0,Northeast,10200.0
12/15/2015,Moab,Moab,Natural,New Snow/Old Snow Interface,24.0,1200.0,5400.0,East,11200.0
12/17/2015,Uintas,Hoyt Peak,Skier,New Snow/Old Snow Interface,18.0,720.0,1200.0,Northeast,9900.0
12/17/2015,Salt Lake,Radar Love Bowl,Skier,Facets,36.0,1200.0,8400.0,Northeast,9700.0
12/17/2015,Salt Lake,South Monitor Bowl,Skier,Facets,48.0,12000.0,9600.0,Northeast,9900.0
12/17/2015,Salt Lake,No Name Bowl,Skier,Facets,24.0,1500.0,8400.0,Northeast,9300.0
12/19/2015,Skyline,Jolleys Hole,Snowmobiler,Facets,48.0,3600.0,3000.0,East,10200.0
12/19/2015,Logan,Beginner Ridge exit,Snowboarder,Facets,18.0,1800.0,3000.0,North,8400.0
12/21/2015,Salt Lake,Silver Fork Headwall,Natural,New Snow/Old Snow Interface,12.0,420.0,2400.0,North,10000.0
12/21/2015,Salt Lake,Brighton,Snowboarder,Density Change,24.0,360.0,240.0,North,10200.0
12/22/2015,Salt Lake,Greer Mountain,Skier,Facets,24.0,600.0,1800.0,North,9000.0
12/22/2015,Salt Lake,Two Dogs,Natural,Facets,30.0,1200.0,4800.0,North,10200.0
12/22/2015,Salt Lake,Brighton Estates,Skier,Facets,42.0,480.0,1200.0,East,9300.0
12/22/2015,Uintas,Mill Hollow,Natural,New Snow/Old Snow Interface,2.0,4200.0,1800.0,Unknown,9000.0
12/23/2015,Uintas,Hoyt Peak,Skier,New Snow/Old Snow Interface,16.0,960.0,1500.0,Northeast,10100.0
12/23/2015,Provo,Box Elder,Natural,Unknown,72.0,2400.0,4800.0,Southwest,9800.0
12/23/2015,Salt Lake,Powder Park,Natural,Depth Hoar,84.0,1200.0,2400.0,North,9400.0
12/24/2015,Uintas,Uintas,Snowmobiler,Facets,54.0,4200.0,2400.0,Northeast,9600.0
12/23/2015,Moab,Upper Horse Creek,Natural,Facets,36.0,6000.0,12000.0,Unknown,11400.0
12/23/2015,Salt Lake,Big West,Natural,Unknown,48.0,960.0,12000.0,Northwest,9800.0
12/23/2015,Salt Lake,Stairs Gulch,Natural,Unknown,36.0,1200.0,30000.0,Northeast,10000.0
12/26/2015,Uintas,Mill Hollow,Snowmobiler,Unknown,24.0,2400.0,3600.0,West,9600.0
12/26/2015,Uintas,Double Hill,Snowmobiler,Facets,84.0,2400.0,6000.0,East,10000.0
12/24/2015,Logan,Three Terraces,Unknown,Facets,48.0,9600.0,8400.0,East,9500.0
12/26/2015,Moab,Gold Basin,Natural,Ground Interface,72.0,2400.0,12000.0,East,11800.0
12/26/2015,Moab,Gold Basin,Natural,New Snow/Old Snow Interface,36.0,3600.0,10800.0,Unknown,11600.0
12/26/2015,Moab,Gold Basin,Natural,Facets,36.0,1800.0,10800.0,North,11200.0
12/26/2015,Moab,Mt. Haystack,Natural,New Snow/Old Snow Interface,30.0,960.0,4200.0,Southeast,11300.0
12/26/2015,Moab,Mt. Tomasaki,Natural,New Snow/Old Snow Interface,30.0,720.0,4200.0,Southwest,11800.0
12/23/2015,Logan,Dog Leg Trees,Natural,Facets,36.0,4800.0,8400.0,North,8800.0
12/23/2015,Salt Lake,Wilson Glade,Unknown,Facets,30.0,6000.0,4800.0,North,9900.0
12/26/2015,Moab,Dory Canyon,Natural,Facets,30.0,1200.0,4800.0,North,10900.0
12/24/2015,Logan,DB Bowl Area,Natural,Facets,36.0,9600.0,18000.0,Northwest,8700.0
1/1/2016,Provo,Shot Gun Chute,Skier,Facets,18.0,480.0,2400.0,North,10300.0
1/1/2016,Salt Lake,Mineral Fork,Skier,Surface Hoar,5.0,600.0,2400.0,Northwest,9000.0
1/1/2016,Logan,Central Wood Camp Bowls,Natural,Unknown,12.0,960.0,3600.0,Southwest,8200.0
1/7/2016,Salt Lake,Meadows,Skier,Facets,30.0,600.0,3600.0,Northeast,9300.0
1/7/2016,Salt Lake,Little Superior,Skier,Facets,12.0,600.0,2400.0,Northeast,9800.0
1/8/2016,Salt Lake,Stupid Chute,Natural,Facets,20.0,720.0,1800.0,North,9800.0
1/9/2016,Salt Lake,Kessler,Snowboarder,New Snow,12.0,360.0,2400.0,North,10000.0
1/9/2016,Salt Lake,Holy Toledo,Skier,Facets,12.0,480.0,3600.0,West,9500.0
1/10/2016,Salt Lake,Crow Chute,Skier,Unknown,10.0,240.0,7200.0,East,10000.0
1/11/2016,Salt Lake,Dry Fork of AF,Skier,Facets,14.0,1200.0,960.0,South,10500.0
1/13/2016,Salt Lake,Maybird Gulch,Natural,New Snow,10.0,480.0,1800.0,East,10000.0
1/15/2016,Salt Lake,Two Dogs,Skier,Depth Hoar,18.0,480.0,1800.0,North,10200.0
1/16/2016,Salt Lake,Lookout Peak,Skier,Ground Interface,20.0,1200.0,3000.0,North,8500.0
1/16/2016,Ogden,Cutler Ridge,Skier,New Snow,12.0,840.0,360.0,Northeast,8200.0
1/17/2016,Logan,Beaver Mountain Backside,Skier,New Snow/Old Snow Interface,15.0,360.0,600.0,Northeast,6900.0
1/16/2016,Logan,White Pine Knob,Snowboarder,New Snow,24.0,2400.0,4200.0,Southeast,8800.0
1/16/2016,Salt Lake,Lookout Peak,Unknown,Facets,24.0,1500.0,4200.0,North,8700.0
1/19/2016,Provo,Big Springs,Skier,Facets,18.0,3000.0,6000.0,East,9700.0
1/19/2016,Salt Lake,Days Draw,Skier,Facets,24.0,960.0,5400.0,Northeast,9900.0
1/19/2016,Logan,Christmas Tree Bowl,Snowmobiler,Facets,48.0,7200.0,7200.0,East,9700.0
1/19/2016,Logan,White Pine Lake,Snowmobiler,Facets,24.0,1800.0,7200.0,South,9000.0
1/20/2016,Salt Lake,Grizzly Gulch,Skier,New Snow,8.0,1080.0,600.0,Unknown,9400.0
1/19/2016,Logan,South Face of Steam Mill,Snowmobiler,Facets,30.0,2100.0,3000.0,South,8500.0
1/20/2016,Salt Lake,Reynolds Pk,Skier,Density Change,13.0,4800.0,8400.0,East,9200.0
1/20/2016,Salt Lake,Meadows,Skier,Facets,8.0,2400.0,2400.0,East,8700.0
1/20/2016,Salt Lake,Little Cottonwood Canyon,Skier,Unknown,16.0,360.0,360.0,North,8500.0
1/20/2016,Uintas,Uintas,Skier,New Snow,6.0,300.0,1370.8584627095556,Northeast,26030.97111592005
1/20/2016,Skyline,Chute Camp Site,Natural,Facets,30.0,1500.0,8400.0,Northeast,8500.0
1/20/2016,Salt Lake,West Monitor,Natural,Facets,36.0,8400.0,9600.0,Northeast,10000.0
1/21/2016,Provo,Cascade Ridge line,Snowmobiler,Facets,21.0,2400.0,3000.0,East,10100.0
1/21/2016,Southwest,Niotche Creek,Unknown,Unknown,48.0,2400.0,480.0,Northeast,9800.0
1/21/2016,Salt Lake,Gobblers Knob,Skier,Facets,18.0,7200.0,15000.0,South,10000.0
1/21/2016,Logan,South Hollow,Snowmobiler,Facets,36.0,7200.0,10587.995179489291,Southeast,23526.433369538787
1/21/2016,Logan,Rodeo Grounds,Snowmobiler,Facets,48.0,600.0,2400.0,East,9500.0
1/19/2016,Logan,"Tony Grove Lake, North",Skier,Facets,36.0,1200.0,3600.0,Southeast,8500.0
1/23/2016,Logan,Fairgrounds,Snowmobiler,Facets,30.0,3600.0,5400.0,Southeast,9300.0
1/24/2016,Salt Lake,Dry Fork of AF,Skier,Unknown,10.0,960.0,3000.0,Southeast,10500.0
1/24/2016,Salt Lake,Elbow Fork,Natural,Facets,36.0,7200.0,18000.0,Southwest,9700.0
1/24/2016,Salt Lake,Gobblers Knob,Natural,Facets,24.0,12000.0,21000.0,Southeast,9500.0
1/25/2016,Salt Lake,Back Bowls,Natural,New Snow/Old Snow Interface,30.0,3000.0,4800.0,North,9800.0
1/25/2016,Logan,Box Canyon Headwall,Natural,New Snow/Old Snow Interface,14.0,960.0,6000.0,East,9500.0
1/26/2016,Salt Lake,Davenport Hill,Skier,Unknown,17.0,840.0,4800.0,North,10100.0
1/26/2016,Salt Lake,Silver Fork Headwall,Skier,Depth Hoar,30.0,720.0,4200.0,North,9900.0
1/26/2016,Skyline,Cove Creek,Snowmobiler,Facets,48.0,4200.0,1200.0,East,10200.0
1/24/2016,Skyline,BBQ Bowl,Natural,Facets,36.0,8400.0,8400.0,Northeast,10300.0
1/27/2016,Logan,Wildcat Bowl,Skier,New Snow/Old Snow Interface,11.0,480.0,4800.0,East,8000.0
1/27/2016,Uintas,Currant Creek Peak,Snowmobiler,Unknown,"120.0""",1500.0,4800.0,Southwest,9500.0
1/30/2016,Logan,Logan Dry Canyon,Snowshoer,New Snow/Old Snow Interface,14.0,180.0,600.0,Northwest,5600.0
1/30/2016,Moab,Gold Basin,Skier,Unknown,9.0,300.0,960.0,Northeast,10000.0
2/1/2016,Logan,Oscar Mayer,Natural,Depth Hoar,48.0,2100.0,9600.0,North,8900.0
1/31/2016,Salt Lake,Pointy Peak,Skier,Facets,36.0,540.0,3600.0,Northwest,9100.0
2/2/2016,Provo,Pioneer Peak,Natural,New Snow/Old Snow Interface,18.0,1800.0,5400.0,East,10200.0
2/3/2016,Skyline,Chute Camp Site,Skier,Facets,20.0,1200.0,7200.0,Northeast,9000.0
2/5/2016,Salt Lake,Scotties Bowl,Skier,Density Change,5.0,420.0,240.0,North,9800.0
2/13/2016,Skyline,Lake Canyon,Snowmobiler,Facets,24.0,6000.0,4800.0,Northeast,9900.0
2/13/2016,Moab,Moab,Snowboarder,Density Change,11.0,540.0,840.0,North,10900.0
2/15/2016,Salt Lake,No Name Bowl,Skier,New Snow/Old Snow Interface,6.0,1800.0,8400.0,Northeast,9400.0
2/15/2016,Logan,Dugway,Natural,Wet grains,18.0,300.0,4800.0,West,6200.0
2/15/2016,Logan,Green canyon,Natural,Unknown,12.0,240.0,6000.0,North,6200.0
2/17/2016,Salt Lake,Bonkers,Natural,Ground Interface,36.0,1200.0,12000.0,Northeast,9800.0
2/16/2016,Logan,Logan River below Temple Fork,Natural,Ground Interface,24.0,960.0,9600.0,North,6600.0
2/18/2016,Salt Lake,Broads Fork,Natural,Ground Interface,30.0,1800.0,6000.0,East,9000.0
2/18/2016,Skyline,GE Hill,Natural,New Snow,5.0,240.0,240.0,Northeast,9800.0
2/19/2016,Skyline,Jordan Canyon,Snowmobiler,Facets,30.0,2400.0,6000.0,Northeast,10500.0
2/13/2016,Skyline,Seeley Canyon,Snowmobiler,Facets,20.0,4800.0,6000.0,East,10400.0
2/20/2016,Salt Lake,Mill B South,Natural,Ground Interface,48.0,360.0,600.0,Northeast,8300.0
2/19/2016,Salt Lake,Great White Icicle,Natural,Unknown,6.0,300.0,3000.0,Northeast,6700.0
2/21/2016,Uintas,Gold Hill,Snowmobiler,Depth Hoar,42.0,1200.0,1800.0,Northwest,10000.0
2/22/2016,Salt Lake,Diving Board,Natural,Ground Interface,60.0,2400.0,15000.0,Unknown,10400.0
3/9/2016,Salt Lake,Maybird Gulch,Skier,New Snow/Old Snow Interface,4.0,960.0,4800.0,East,10400.0
3/9/2016,Moab,La Sal Mountains,Skier,Facets,12.0,720.0,2400.0,Northeast,11000.0
3/12/2016,Logan,Box Canyon Headwall,Natural,New Snow/Old Snow Interface,12.0,540.0,6000.0,East,9400.0
3/15/2016,Salt Lake,Two Dogs,Skier,New Snow,8.0,360.0,120.0,Northeast,9900.0
3/15/2016,Salt Lake,Main Days,Skier,New Snow/Old Snow Interface,10.0,480.0,11209.623514826935,Northeast,1396.1592365182894
3/15/2016,Salt Lake,Figure 8 Hill,Snowboarder,New Snow/Old Snow Interface,4.0,180.0,120.0,Northeast,9500.0
3/15/2016,Salt Lake,Kessler,Skier,New Snow/Old Snow Interface,18.0,840.0,1800.0,North,9500.0
3/17/2016,Logan,White Pine Canyon,Snowmobiler,New Snow/Old Snow Interface,36.0,960.0,960.0,Northeast,8100.0
3/18/2016,Logan,White Pine Canyon,Snowmobiler,New Snow/Old Snow Interface,36.0,3600.0,2400.0,Northeast,8300.0
3/17/2016,Logan,Beginner Ridge exit,Snowmobiler,New Snow/Old Snow Interface,36.0,2400.0,4800.0,North,8400.0
3/18/2016,Logan,Boiler Bowl,Snowmobiler,New Snow/Old Snow Interface,24.0,960.0,7200.0,North,9600.0
3/19/2016,Logan,Castle Rock,Natural,New Snow/Old Snow Interface,36.0,4800.0,8400.0,North,9500.0
3/19/2016,Salt Lake,Toledo Bowl,Skier,New Snow/Old Snow Interface,4.0,180.0,1200.0,Southwest,9000.0
3/20/2016,Logan,North Wood Camp,Natural,New Snow/Old Snow Interface,24.0,960.0,10800.0,Southeast,8000.0
3/23/2016,Salt Lake,Scotties Bowl,Skier,New Snow,6.0,300.0,2400.0,North,9500.0
3/23/2016,Logan,Boiler Bowl,Natural,New Snow/Old Snow Interface,20.0,960.0,5400.0,East,9000.0
3/23/2016,Salt Lake,Salt Lake,Skier,Unknown,6.0,480.0,1800.0,Southwest,10300.0
3/26/2016,Salt Lake,Broads Fork,Natural,Ground Interface,42.0,2100.0,12000.0,Northeast,10000.0
3/24/2016,Moab,La Sal Mountains,Skier,Facets,12.0,720.0,3000.0,Northeast,11000.0
3/28/2016,Salt Lake,Main Days,Skier,New Snow,7.0,3600.0,7200.0,North,10300.0
3/28/2016,Salt Lake,Brighton Perimeter,Natural,Density Change,8.0,4200.0,5400.0,Northwest,10100.0
3/29/2016,Salt Lake,West Monitor,Natural,Density Change,20.0,720.0,6000.0,Northeast,10000.0
3/29/2016,Salt Lake,Lacawaxan,Skier,Density Change,24.0,2400.0,7200.0,East,10700.0
3/29/2016,Salt Lake,Hallway Couloir,Skier,New Snow,12.0,600.0,15000.0,Northwest,10300.0
3/29/2016,Salt Lake,East Bowl,Skier,New Snow/Old Snow Interface,8.0,600.0,480.0,West,9400.0
3/29/2016,Salt Lake,White Pine,Skier,New Snow/Old Snow Interface,12.0,1200.0,2400.0,West,9500.0
3/30/2016,Provo,Shingle Mill Canyon,Skier,Density Change,7.0,600.0,2400.0,East,9100.0
3/29/2016,Moab,Moab,Natural,New Snow,30.0,3600.0,4800.0,North,11000.0
3/29/2016,Logan,Cougar Peak Area,Natural,Density Change,12.0,3600.0,1200.0,North,8600.0
4/9/2016,Provo,Deer Creek,Skier,New Snow/Old Snow Interface,5.0,1200.0,4800.0,Southeast,8700.0
4/12/2016,Logan,Hells Canyon,Natural,Wet grains,36.0,3600.0,21000.0,East,8500.0
4/24/2016,Salt Lake,Seagull,Skier,New Snow/Old Snow Interface,6.0,360.0,7200.0,East,10600.0
4/24/2016,Salt Lake,Evergreen Ridge,Skier,New Snow/Old Snow Interface,9.0,360.0,1500.0,North,8000.0
4/23/2016,Uintas,Mt Watson,Natural,New Snow/Old Snow Interface,12.0,3000.0,7200.0,East,11400.0
4/24/2016,Salt Lake,Solitude,Skier,New Snow/Old Snow Interface,10.0,240.0,4800.0,Northeast,8500.0
4/25/2016,Uintas,Lake Creek,Snowmobiler,New Snow/Old Snow Interface,6.0,2400.0,1800.0,Northeast,10000.0
4/27/2016,Salt Lake,Millicent Peak,Skier,New Snow/Old Snow Interface,12.0,3600.0,12000.0,Northeast,10500.0
4/27/2016,Salt Lake,Sunset Peak,Skier,New Snow,4.0,600.0,3600.0,North,10400.0
4/27/2016,Salt Lake,West Rustler,Skier,New Snow/Old Snow Interface,12.0,360.0,3600.0,West,9800.0
4/28/2016,Salt Lake,Pt. Supreme,Skier,New Snow/Old Snow Interface,5.0,5400.0,4800.0,Northeast,10300.0
5/3/2016,Salt Lake,Tuscarora,Skier,New Snow/Old Snow Interface,8.0,720.0,960.0,East,10300.0
6/6/2016,Uintas,Uintas,Unknown,Unknown,96.0,9600.0,7200.0,Northeast,11800.0
11/22/2016,Salt Lake,Baldy,Skier,New Snow/Old Snow Interface,8.0,1800.0,15000.0,North,11000.0
11/28/2016,Logan,"Miller Bowl, East",Natural,New Snow/Old Snow Interface,24.0,480.0,4800.0,North,8700.0
11/30/2016,Salt Lake,East Bowl,Skier,Depth Hoar,24.0,540.0,3000.0,North,9900.0
12/4/2016,Moab,Moab,Natural,New Snow/Old Snow Interface,12.0,420.0,3000.0,Northwest,11500.0
12/8/2016,Salt Lake,Barrieto,Skier,New Snow,4.0,600.0,6000.0,East,10000.0
12/9/2016,Uintas,Hoyt Peak,Skier,New Snow/Old Snow Interface,6.0,960.0,1800.0,Northeast,10100.0
12/10/2016,Salt Lake,Days Fork,Snowboarder,Depth Hoar,24.0,600.0,3600.0,Northeast,9700.0
12/10/2016,Uintas,Duke Bowl,Skier,New Snow/Old Snow Interface,6.0,180.0,2400.0,Northwest,10100.0
12/10/2016,Salt Lake,Main Porter,Skier,Density Change,10.0,720.0,3600.0,East,9500.0
12/10/2016,Uintas,Weber Canyon,Natural,New Snow,16.0,18000.0,8400.0,Northeast,10100.0
12/11/2016,Uintas,Weber Canyon,Skier,Facets,30.0,300.0,2100.0,North,9800.0
12/10/2016,Uintas,Hoyt Peak,Natural,New Snow,12.0,7200.0,4800.0,East,10000.0
12/11/2016,Provo,Box Elder,Natural,Facets,20.0,600.0,4200.0,East,9500.0
12/12/2016,Skyline,Wedding Ring Ridge,Natural,New Snow/Old Snow Interface,18.0,1200.0,1800.0,East,10000.0
12/10/2016,Logan,Natural cycle in the Tony Grove Area,Natural,Depth Hoar,48.0,3600.0,7200.0,North,9200.0
12/13/2016,Salt Lake,Pink Pine,Snowboarder,Unknown,8.0,360.0,2400.0,Northeast,9400.0
12/13/2016,Salt Lake,Hide A Way Park,Skier,Facets,14.0,300.0,4800.0,North,10000.0
12/14/2016,Salt Lake,Grizzly Gulch,Natural,New Snow,6.0,2400.0,1800.0,North,9800.0
12/14/2016,Salt Lake,Cardiff Fork,Skier,New Snow,6.0,2100.0,1800.0,Northeast,9900.0
12/15/2016,Salt Lake,Flagstaff Ridge,Skier,Graupel,20.0,840.0,1200.0,Southeast,9400.0
12/16/2016,Logan,Beaver Mountain Backside,Unknown,New Snow/Old Snow Interface,18.0,960.0,3000.0,Southeast,8000.0
12/16/2016,Moab,La Sal Mountains,Natural,Facets,42.0,840.0,8400.0,Northeast,11400.0
12/16/2016,Moab,La Sal Mountains,Natural,Facets,36.0,3600.0,7200.0,Northeast,10400.0
12/16/2016,Moab,La Sal Mountains,Natural,Facets,30.0,7200.0,7189.535385140718,Northeast,29502.3214738959
12/17/2016,Salt Lake,Pioneer Peak,Natural,Density Change,24.0,3600.0,6000.0,Northwest,10000.0
12/24/2016,Salt Lake,Cardiff Bowl,Snowboarder,New Snow/Old Snow Interface,24.0,360.0,2400.0,East,10200.0
12/24/2016,Salt Lake,Depth Hoar Bowl,Skier,New Snow/Old Snow Interface,5.0,240.0,240.0,Northeast,9700.0
12/27/2016,Ogden,Cutler Ridge,Snowboarder,Density Change,12.0,480.0,600.0,Northeast,7300.0
12/27/2016,Ogden,Cutler Ridge,Skier,Density Change,18.0,600.0,840.0,Northeast,7100.0
12/27/2016,Ogden,Cutler Ridge,Skier,Unknown,18.0,960.0,1800.0,Northeast,6800.0
12/27/2016,Salt Lake,Mill Creek Canyon,Skier,Density Change,16.0,300.0,3000.0,East,9700.0
12/25/2016,Abajos,Abajos,Natural,New Snow/Old Snow Interface,18.0,300.0,600.0,East,9700.0
1/2/2017,Moab,Moab,Skier,Density Change,8.0,720.0,2100.0,North,11200.0
1/5/2017,Uintas,Hoyt Peak,Skier,New Snow/Old Snow Interface,18.0,3000.0,4800.0,Northeast,10000.0
