Title,Max Players,Multiplatform,Online,Genres,Licensed,Comp_Time_Main,Review Score,Year,Publishers
Tomb Raider: Underworld,1,True,True,Action,True,10.0,75,2008,Eidos
Advance Wars: Days of Ruin,4,True,True,Strategy,True,18.08,86,2008,Nintendo
LEGO Batman: The Videogame,2,True,True,Action,True,9.43,75,2008,Unknown
Far Cry 2,1,True,True,Action,True,17.0,85,2008,Ubisoft
Brothers in Arms: Hell's Highway,1,True,True,Action,True,8.0,76,2008,Ubisoft
Sonic Unleashed,1,True,True,Action,True,13.0,54,2008,Sega
Pinball Hall of Fame: The Williams Collection,1,True,True,Simulation,True,20.0,82,2008,Unknown
Sonic Unleashed,1,True,True,Action,True,13.0,60,2008,Sega
Samba de Amigo,2,True,True,Action,True,8.0,68,2008,Sega
?kami,1,True,True,Action,True,36.83,90,2008,Capcom
LEGO Indiana Jones: The Original Adventures,2,True,True,Action,True,10.0,77,2008,Unknown
MotorStorm: Pacific Rift,4,True,True,Action,True,24.0,82,2008,Sony
Sid Meier's Civilization: Revolution,1,True,True,Simulation,True,3.87,80,2008,2K
Pure,1,True,True,Racing / Driving,True,8.5,83,2008,Disney
Turok,1,True,True,Action,True,7.0,67,2008,Unknown
Crash: Mind over Mutant,1,True,True,Action,True,5.48,70,2008,Unknown
Spider-Man: Web of Shadows,1,True,True,Action,True,11.0,68,2008,Activision
Frontlines: Fuel of War,1,True,True,Action,True,5.25,75,2008,THQ
GRID,1,True,True,Racing / Driving,True,22.0,87,2008,Unknown
Too Human,1,True,True,Action,True,12.98,65,2008,Microsoft
LEGO Indiana Jones: The Original Adventures,1,True,True,Action,True,10.0,76,2008,Unknown
SEGA Bass Fishing,1,True,True,Sports,True,3.33,59,2008,Sega
The Chronicles of Narnia: Prince Caspian,2,True,True,Action,True,14.0,63,2008,Disney
Iron Man,1,True,True,Action,True,4.37,56,2008,Sega
MLB 08: The Show,1,True,True,Sports,True,10.0,83,2008,Sony
Iron Man,1,True,True,Action,True,4.37,42,2008,Sega
Madagascar: Escape 2 Africa,1,True,True,Action,True,6.0,55,2008,Activision
GRID,1,True,True,Racing / Driving,True,22.0,87,2008,Unknown
NHL 09,1,True,True,Sports,True,20.0,88,2008,EA
Banjo-Kazooie: Nuts & Bolts,1,True,True,Action,True,15.9,79,2008,Microsoft
Patapon,1,True,True,Action,True,15.0,86,2008,Sony
Iron Man,1,True,True,Action,True,4.37,44,2008,Sega
Sega Superstars Tennis,1,True,True,Sports,True,8.0,65,2008,Sega
Lost Planet: Extreme Condition,1,True,True,Action,True,8.48,67,2008,Capcom
Mirror's Edge,1,True,True,Action,True,6.0,79,2008,EA
Condemned 2: Bloodshot,1,True,True,Action,True,8.9,80,2008,Sega
Sega Superstars Tennis,4,True,True,Sports,True,8.0,71,2008,Sega
Viva Pi$?ata: Pocket Paradise,1,True,True,Simulation,True,21.0,82,2008,THQ
Tom Clancy's EndWar,1,True,True,Strategy,True,8.87,76,2008,Ubisoft
Iron Man,1,True,True,Action,True,4.37,45,2008,Sega
Need for Speed: Undercover,4,True,True,Racing / Driving,True,11.0,54,2008,EA
Wall-E,4,True,True,Action,True,6.72,50,2008,THQ
Spectrobes: Beyond the Portals,1,True,True,Action,True,24.27,70,2008,Disney
MX vs. ATV Untamed,1,True,True,Educational,True,12.0,59,2008,Ubisoft
Mercenaries 2: World in Flames,1,True,True,Action,True,18.0,72,2008,EA
Infinite Undiscovery,1,True,True,Action,True,22.3,68,2008,SquareEnix
TNA iMPACT!,4,True,True,Sports,True,8.05,62,2008,Midway
Enemy Territory: Quake Wars,1,True,True,Action,True,6.75,69,2008,Activision
Fire Emblem: Shadow Dragon,1,True,True,Role-Playing (RPG),True,20.0,81,2008,Nintendo
Neopets Puzzle Adventure,1,True,True,Adventure,True,3.0,70,2008,Capcom
Tales of Vesperia,1,True,True,Adventure,True,49.0,79,2008,Namco
Dragon Ball Z: Burst Limit,2,True,True,Action,True,5.58,72,2008,"Atari,Namco"
Apollo Justice: Ace Attorney,1,True,True,Adventure,True,19.7,78,2008,Capcom
Castlevania: Order of Ecclesia,1,True,True,Action,True,11.0,85,2008,Konami
Mega Man Star Force 2: Zerker X Ninja,1,True,True,Action,True,19.25,55,2008,Capcom
Enemy Territory: Quake Wars,1,True,True,Action,True,6.75,60,2008,Activision
Turning Point: Fall of Liberty,1,True,True,Action,True,5.0,43,2008,Unknown
Unreal Tournament III,2,True,True,Action,True,10.5,82,2008,Midway
Dark Sector,1,True,True,Action,True,8.3,72,2008,Unknown
The Last Remnant,1,True,True,Role-Playing (RPG),True,63.0,66,2008,SquareEnix
Dragon Ball Z: Burst Limit,2,True,True,Action,True,5.58,71,2008,"Atari,Namco"
Turning Point: Fall of Liberty,1,True,True,Action,True,5.0,42,2008,Unknown
MX vs. ATV Untamed,1,True,True,Racing / Driving,True,12.0,70,2008,THQ
Crash: Mind over Mutant,1,True,True,Action,True,5.48,60,2008,Unknown
Silent Hill: Homecoming,1,True,True,Action,True,9.0,70,2008,Konami
TNA iMPACT!,4,True,True,Sports,True,8.05,64,2008,Midway
Kung Fu Panda,1,True,True,Action,True,5.0,76,2008,Activision
Dark Sector,1,True,True,Action,True,8.3,72,2008,Unknown
Tales of Symphonia: Dawn of the New World,4,True,True,Role-Playing (RPG),True,32.5,68,2008,Namco
Valkyrie Profile: Covenant of the Plume,1,True,True,Role-Playing (RPG),True,15.9,74,2008,SquareEnix
Spider-Man: Web of Shadows,1,True,True,Action,True,11.0,67,2008,Activision
AC/DC Live: Rock Band - Track Pack,4,True,True,Action,True,3.93,63,2008,Unknown
The Chronicles of Narnia: Prince Caspian,1,True,True,Role-Playing (RPG),True,14.0,54,2008,Disney
AC/DC Live: Rock Band - Track Pack,1,True,True,Action,True,3.93,60,2008,Unknown
Harvest Moon: Magical Melody,4,True,True,Role-Playing (RPG),True,30.0,69,2008,Unknown
Dynasty Warriors 6,2,True,True,Action,True,15.75,59,2008,Unknown
Order Up!,1,True,True,Action,True,6.0,76,2008,Unknown
LocoRoco 2,1,True,True,Action,True,7.0,85,2008,Sony
Star Ocean: First Departure,1,True,True,Action,True,20.5,74,2008,SquareEnix
Lost: Via Domus,1,True,True,Action,True,5.37,54,2008,Ubisoft
Tetris Party,4,True,True,Strategy,True,2.0,75,2008,Unknown
Bully: Scholarship Edition,2,True,True,Action,True,13.2,83,2008,Rockstar
The Spiderwick Chronicles,2,True,True,Action,True,4.0,62,2008,Unknown
Dynasty Warriors 6,2,True,True,Action,True,15.75,60,2008,Unknown
Ninja Gaiden: Dragon Sword,1,True,True,Action,True,5.33,83,2008,Unknown
Condemned 2: Bloodshot,1,True,True,Action,True,8.9,82,2008,Sega
Silent Hill: Homecoming,1,True,True,Action,True,9.0,71,2008,Konami
Command & Conquer: Red Alert 3,1,True,True,Strategy,True,10.5,77,2008,EA
Viking: Battle for Asgard,1,True,True,Action,True,12.0,68,2008,Sega
Bomberman,1,True,True,Action,True,3.2,73,2008,Unknown
Ferrari Challenge Trofeo Pirelli,1,True,True,Racing / Driving,True,16.0,71,2008,Unknown
Command & Conquer 3: Kane's Wrath,1,True,True,Strategy,True,8.1,75,2008,EA
Lost: Via Domus,1,True,True,Action,True,5.37,55,2008,Ubisoft
Eternal Sonata,2,True,True,Role-Playing (RPG),True,30.0,80,2008,Namco
Viva Pi$?ata: Trouble in Paradise,2,True,True,Racing / Driving,True,70.0,82,2008,Microsoft
FlatOut: Head On,1,True,True,Racing / Driving,True,14.5,74,2008,Unknown
Viking: Battle for Asgard,1,True,True,Action,True,12.0,65,2008,Sega
Neopets Puzzle Adventure,1,True,True,Role-Playing (RPG),True,3.0,52,2008,Capcom
TNA iMPACT!,1,True,True,Sports,True,8.05,43,2008,Midway
Tomb Raider: Underworld,1,True,True,Action,True,10.0,70,2008,Eidos
The Club,4,True,True,Action,True,4.5,76,2008,Sega
The Chronicles of Narnia: Prince Caspian,2,True,True,Action,True,14.0,56,2008,Disney
Dark Messiah of Might and Magic: Elements,1,True,True,Action,True,10.0,52,2008,Ubisoft
Fracture,1,True,True,Action,True,7.0,63,2008,Unknown
Mushroom Men: The Spore Wars,2,True,True,Action,True,3.0,72,2008,Unknown
Dragon Quest V: Hand of the Heavenly Bride,1,True,True,Role-Playing (RPG),True,30.0,84,2008,SquareEnix
Ninjatown,1,True,True,Strategy,True,14.0,80,2008,Unknown
Super Dodgeball Brawlers,1,True,True,Action,True,0.68,65,2008,Unknown
Dokapon Kingdom,1,True,True,Role-Playing (RPG),True,25.0,72,2008,Unknown
Alone in the Dark,1,True,True,Action,True,6.0,58,2008,Atari
Sega Superstars Tennis,4,True,True,Sports,True,8.0,67,2008,Sega
Destroy All Humans! Big Willy Unleashed,2,True,True,Adventure,True,4.5,53,2008,THQ
The Club,4,True,True,Action,True,4.5,72,2008,Sega
Madagascar: Escape 2 Africa,4,True,True,Action,True,6.0,58,2008,Activision
Madagascar: Escape 2 Africa,4,True,True,Action,True,6.0,62,2008,Activision
Avalon Code,1,True,True,Action,True,21.97,71,2008,Unknown
Disgaea DS,1,True,True,Role-Playing (RPG),True,42.72,82,2008,Unknown
Syberia,1,True,True,Adventure,True,9.75,52,2008,Unknown
Afrika,1,True,True,Adventure,True,24.0,63,2008,Sony
ObsCure: The Aftermath,1,True,True,Action,True,7.77,53,2008,Unknown
Pinball Hall of Fame: The Williams Collection,4,True,True,Simulation,True,20.0,78,2008,Unknown
Wall-E,4,True,True,Action,True,6.72,51,2008,THQ
Ninja Reflex,4,True,True,Action,True,4.0,49,2008,EA
Conflict: Denied Ops,4,True,True,Action,True,5.58,52,2008,Eidos
Blitz: The League II,2,True,True,Action,True,20.0,62,2008,Midway
Castlevania Judgment,2,True,True,Action,True,6.0,49,2008,Konami
Death Jr. II: Root of Evil,2,True,True,Action,True,6.02,71,2008,Eidos
Raiden IV,2,True,True,Action,True,0.8300000000000001,63,2008,Unknown
Metal Slug 7,1,True,True,Action,True,0.98,70,2008,Unknown
Spider-Man: Web of Shadows,1,True,True,Action,True,11.0,77,2008,Activision
Trauma Center: Under The Knife 2,1,True,True,Action,True,10.53,79,2008,Unknown
Fracture,1,True,True,Action,True,7.0,62,2008,Unknown
Alone in the Dark,1,True,True,Action,True,6.0,39,2008,Atari
Final Fantasy Fables: Chocobo's Dungeon,1,True,True,Action,True,21.17,76,2008,SquareEnix
Klonoa: Door to Phantomile,1,True,True,Action,True,4.0,77,2008,Namco
Dragon Ball: Origins,1,True,True,Action,True,10.52,78,2008,Atari
Ninja Reflex,1,True,True,Action,True,4.0,54,2008,EA
Space Bust-A-Move,1,True,True,Strategy,True,1.0,71,2008,SquareEnix
FIFA Street 3,4,True,True,Sports,True,5.0,63,2008,EA
Blitz: The League II,2,True,True,Action,True,20.0,68,2008,Midway
The Spiderwick Chronicles,2,True,True,Action,True,4.0,59,2008,Unknown
Etrian Odyssey II: Heroes of Lagaard,1,True,True,Role-Playing (RPG),True,45.0,82,2008,Unknown
Legendary,1,True,True,Action,True,5.0,47,2008,Atari
Universe at War: Earth Assault,1,True,True,Action,True,16.0,66,2008,Sega
Code Lyoko: Fall of X.A.N.A,1,True,True,Action,True,15.15,51,2008,Unknown
Knights in the Nightmare,1,True,True,Role-Playing (RPG),True,28.55,76,2008,Unknown
Lock's Quest,1,True,True,Action,True,15.0,80,2008,THQ
N+,1,True,True,Action,True,16.5,82,2008,Atari
The Spiderwick Chronicles,1,True,True,Role-Playing (RPG),True,4.0,60,2008,Unknown
Summon Night: Twin Age,1,True,True,Role-Playing (RPG),True,15.0,73,2008,Unknown
Wild Arms XF,1,True,True,Role-Playing (RPG),True,50.9,64,2008,Unknown
FIFA Street 3,1,True,True,Sports,True,5.0,63,2008,EA
Harvey Birdman: Attorney at Law,1,True,True,Adventure,True,3.75,60,2008,Capcom
Conflict: Denied Ops,4,True,True,Action,True,5.58,51,2008,Eidos
Overlord: Raising Hell,2,True,True,Action,True,8.5,72,2008,Unknown
Battle Fantasia,2,True,True,Action,True,1.05,71,2008,Unknown
Bangai-O Spirits,1,True,True,Action,True,8.0,83,2008,Unknown
Dungeon Explorer: Warriors of Ancient Arts,1,True,True,Action,True,7.83,60,2008,Unknown
From the Abyss,1,True,True,Action,True,5.13,60,2008,Unknown
Soul Bubbles,1,True,True,Strategy,True,6.0,78,2008,Eidos
Harvey Birdman: Attorney at Law,1,True,True,Adventure,True,3.75,62,2008,Capcom
Secret Agent Clank,1,True,True,Action,True,7.5,72,2008,Sony
Armored Core: For Answer,1,True,True,Action,True,9.93,62,2008,Ubisoft
Legendary,1,True,True,Action,True,5.0,50,2008,Atari
Agatha Christie: Evil Under the Sun,1,True,True,Adventure,True,9.25,46,2008,Unknown
Agatha Christie: And Then There Were None,1,True,True,Adventure,True,7.5,50,2008,Unknown
Armored Core: For Answer,1,True,True,Action,True,9.93,64,2008,Ubisoft
The Dark Spire,1,True,True,Adventure,True,27.92,69,2008,Unknown
"Flower, Sun and Rain",1,True,True,Adventure,True,8.0,54,2008,Unknown
Insecticide,1,True,True,Action,True,3.7,55,2008,Unknown
Izuna 2: The Unemployed Ninja Returns,1,True,True,Role-Playing (RPG),True,13.25,65,2008,Unknown
Looney Tunes: Cartoon Conductor,1,True,True,Action,True,4.0,67,2008,Eidos
Nanostray 2,1,True,True,Action,True,3.0,75,2008,Unknown
Vampire Rain,1,True,True,Action,True,10.5,30,2008,Unknown
Baroque,1,True,True,Action,True,7.78,50,2008,Unknown
Supreme Commander,1,True,True,Strategy,True,19.0,56,2008,Unknown
Assassin's Creed: Altar's Chronicles,1,True,True,Action,True,5.0,58,2008,Ubisoft
The Legend of Kage 2,1,True,True,Action,True,3.33,70,2008,SquareEnix
Rhapsody: A Musical Adventure,1,True,True,Role-Playing (RPG),True,9.13,67,2008,Unknown
Secret Files: Tunguska,1,True,True,Adventure,True,8.72,71,2008,Unknown
Secret Files: Tunguska,2,True,True,Adventure,True,8.72,64,2008,Unknown
