Title,Handheld,Max Players,Multiplatform,Online,Genres,Licensed?,Publishers,Sequel,Review Score,Sales,Used Price,Console,Rating,Re-release,Year,All_Average,All_Leisure,All_Median,Length.All_Polled,All_Rushed,Comp_Average,Comp_Leisure,Comp_Median,Comp_Polled,Comp_Rushed,MainExtra_Average,MainExtra_Leisure,MainExtra_Median,MainExtra_Polled,MainExtra_Rushed,Main_Average,Main_Leisure,Main_Median,Main_Polled,Main_Rushed
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,79,0.22,12.95,PlayStation 3,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Ratatouille,True,4,True,True,Action,True,THQ,True,56,0.22,16.95,X360,T,True,2007,13.2,19.8,12.5,6,7.67,15.0,15.0,15.0,2,15.0,26.75,26.75,26.75,1,26.75,7.5,9.37,10.0,3,5.62
Trauma Center: New Blood,True,2,True,True,"Action,Simulation",True,Nintendo,True,77,0.22,17.95,Nintendo Wii,E,True,2007,11.73,16.07,12.57,16,8.48,0.0,0.0,0.0,0,0.0,16.0,17.75,15.0,3,14.25,10.75,12.87,12.0,13,8.1
Hotel Dusk: Room 215,True,1,True,True,Adventure,True,Nintendo,True,78,0.22,14.95,Nintendo DS,E,True,2007,15.6,24.82,15.0,85,12.45,16.73,25.35,16.0,17,12.98,16.38,17.33,16.0,9,15.58,15.15,18.08,15.0,59,12.92
Mega Man ZX Advent,True,1,True,True,Action,True,Capcom,True,78,0.22,17.95,Nintendo DS,T,True,2007,12.88,23.98,10.93,18,8.38,15.93,17.9,15.93,2,13.97,15.82,25.23,12.97,10,12.0,7.0,8.6,6.75,6,5.87
Silent Hill: 0rigins,True,1,True,True,Action,True,Konami,True,78,0.22,17.95,Sony PSP,E,True,2007,6.17,13.03,6.0,64,4.45,6.0,6.5,6.0,4,5.5,6.6,12.9,5.0,11,4.37,6.08,8.62,6.0,49,4.43
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,68,0.22,16.95,X360,M,True,2007,12.38,15.65,12.25,25,8.82,15.2,17.05,15.0,10,14.05,10.0,10.0,10.0,1,10.0,10.53,14.13,10.0,14,7.8
NHL 08 ,True,1,True,True,Sports,True,EA,True,85,0.22,9.95,X360,E,True,2007,17.5,18.75,17.5,2,16.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,17.5,18.75,17.5,2,16.25
Castlevania: The Dracula X Chronicles,True,2,True,True,Action,True,Konami,True,80,0.21,16.95,Sony PSP,E,True,2007,8.57,17.32,7.5,24,4.75,5.32,5.32,5.32,1,5.32,12.33,18.85,9.92,8,6.88,6.77,10.93,7.0,15,4.17
Tony Hawk's Proving Ground,True,1,True,True,Sports,True,Activision,True,39,0.21,13.95,Nintendo DS,M,True,2007,8.13,8.13,8.13,1,8.13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.13,8.13,8.13,1,8.13
Jeanne d'Arc,True,1,True,True,"Role-Playing (RPG),Strategy",True,Sony,True,87,0.21,19.95,Sony PSP,T,True,2007,39.48,61.2,37.02,44,27.62,68.0,74.0,68.0,2,62.0,42.13,62.15,38.17,26,33.57,31.6,36.62,30.92,16,24.12
BWii: Battalion Wars 2,True,1,True,True,"Action,Simulation,Strategy",True,Nintendo,True,75,0.21,14.95,Nintendo Wii,T,True,2007,10.03,15.43,9.72,10,7.55,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.03,15.43,9.72,10,7.55
Battlestations: Midway,True,1,True,True,"Action,Strategy",True,Eidos,True,73,0.21,17.95,X360,T,True,2007,7.97,10.17,8.72,15,5.72,0.0,0.0,0.0,0,0.0,3.27,3.27,3.27,1,3.27,8.3,10.28,8.85,14,5.83
Dragon Ball Z: Harukanaru Densetsu,True,1,True,True,Strategy,True,Atari,True,57,0.2,14.95,Nintendo DS,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Touch the Dead,True,1,True,True,Action,True,Unknown,True,56,0.2,16.95,Nintendo DS,T,True,2007,4.65,4.65,4.65,1,4.65,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4.65,4.65,4.65,1,4.65
The Darkness,True,1,True,True,Action,True,2K,True,80,0.2,14.95,PlayStation 3,E,True,2007,10.9,17.07,10.0,90,7.97,17.73,21.28,20.0,5,14.43,11.7,15.38,11.12,40,9.2,9.43,11.18,9.5,45,7.47
Donkey Kong Barrel Blast,True,4,True,True,Racing / Driving,True,Nintendo,True,46,0.19,29.95,Nintendo Wii,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,79,0.19,12.95,X360,M,True,2007,16.82,30.07,10.13,4,6.92,46.68,46.68,46.68,1,46.68,0.0,0.0,0.0,0,0.0,6.87,11.7,0.53,3,2.03
Armored Core 4,True,2,True,True,Action,True,Sega,True,65,0.19,17.95,X360,E,True,2007,20.6,22.65,20.0,5,19.15,0.0,0.0,0.0,0,0.0,19.0,19.5,19.0,3,18.5,23.0,24.0,23.0,2,22.0
Etrian Odyssey,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,75,0.19,24.95,Nintendo DS,E,True,2007,60.82,98.33,54.05,24,40.72,92.12,113.68,84.15,4,74.57,58.88,72.75,68.5,9,43.83,51.0,56.75,50.0,11,45.25
Ben 10: Protector of the Earth,True,1,True,True,Action,True,Unknown,True,60,0.19,16.95,Sony PSP,T,True,2007,5.08,6.45,4.55,10,3.4,5.47,6.48,4.33,3,4.45,5.07,6.32,4.22,3,3.82,4.82,5.98,5.13,4,3.48
Tom Clancy's Splinter Cell: Double Agent,True,1,True,True,"Action,Strategy",True,Ubisoft,True,78,0.19,22.95,PlayStation 3,M,True,2007,12.42,35.85,11.0,76,8.85,17.37,37.17,11.33,9,11.22,11.93,19.25,11.0,27,8.73,11.62,15.65,11.0,40,9.65
Looney Tunes: Acme Arsenal,True,1,True,True,Action,True,Unknown,True,27,0.19,14.95,Nintendo Wii,T,True,2007,3.83,4.47,3.15,3,3.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.83,4.47,3.15,3,3.2
Zack & Wiki: Quest for Barbaros' Treasure,True,1,True,True,Adventure,True,Capcom,True,87,0.19,17.95,Nintendo Wii,E,True,2007,15.95,25.88,15.0,37,11.33,22.12,27.27,18.0,3,16.95,15.23,19.38,15.0,11,11.15,15.48,25.55,14.08,23,11.38
Monster Jam,True,4,True,True,Sports,True,Activision,True,43,0.18,17.95,X360,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Virtua Fighter 5,True,2,True,True,Action,True,Sega,True,89,0.18,17.95,X360,E,True,2007,3.33,5.7,1.5,10,1.37,1.25,1.37,1.25,2,1.12,8.33,8.58,8.0,3,8.08,1.17,1.58,1.17,5,0.75
Lunar Knights,True,1,True,True,Action,True,Konami,True,82,0.18,16.95,Nintendo DS,T,True,2007,18.55,32.25,15.25,13,13.12,26.0,28.0,26.0,2,24.0,21.65,33.28,16.28,6,14.32,11.88,13.6,12.0,5,10.63
Enchanted Arms,True,1,True,True,Role-Playing (RPG),True,Ubisoft,True,64,0.18,17.95,PlayStation 3,E,True,2007,43.28,70.82,40.0,51,29.82,52.4,74.95,47.45,22,34.37,43.65,71.67,43.03,19,30.83,22.48,25.27,21.83,10,20.07
F.E.A.R.: First Encounter Assault Recon,True,1,True,True,Action,True,Unknown,True,72,0.18,17.95,PlayStation 3,T,True,2007,9.4,18.6,9.0,557,6.6,11.9,17.43,11.87,62,8.38,10.93,19.25,10.07,106,7.98,8.58,13.25,8.42,389,6.25
Folklore,True,1,True,True,"Action,Role-Playing (RPG)",True,Sony,True,75,0.18,24.95,PlayStation 3,E,True,2007,20.78,39.35,16.65,49,14.62,41.13,45.57,41.13,2,36.7,25.63,42.43,24.12,22,19.43,14.87,22.12,13.1,25,12.25
Juiced 2: Hot Import Nights,True,1,True,True,Racing / Driving,True,THQ,True,71,0.18,17.95,PlayStation 3,T,True,2007,16.45,18.0,15.6,8,15.0,0.0,0.0,0.0,0,0.0,17.42,18.68,17.35,4,16.18,15.5,16.62,15.0,4,14.62
The Elder Scrolls IV: Shivering Isles,True,1,True,True,"Action,Role-Playing (RPG)",True,Unknown,True,86,0.18,24.95,X360,E,True,2007,21.8,46.9,15.8,38,12.9,49.23,63.02,52.87,5,35.52,20.82,34.68,17.93,22,13.18,11.27,15.32,10.0,11,9.48
NHL 08,True,7,True,True,Sports,True,EA,True,86,0.17,9.95,PlayStation 3,T,True,2007,17.5,18.75,17.5,2,16.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,17.5,18.75,17.5,2,16.25
NCAA 07 March Madness,True,4,True,True,Sports,True,EA,True,67,0.17,7.95,X360,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Rayman Raving Rabbids,True,4,True,True,Action,True,Ubisoft,True,67,0.17,16.95,X360,M,True,2007,6.7,8.22,6.18,27,5.13,8.1,8.55,8.1,2,7.65,8.27,9.1,8.13,8,6.77,5.8,6.95,6.0,17,4.87
Viva Pi$?ata: Party Animals,True,4,True,True,Racing / Driving,True,Microsoft,True,56,0.17,14.95,X360,T,True,2007,8.88,8.88,8.88,1,8.88,8.88,8.88,8.88,1,8.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Warriors Orochi,True,2,True,True,"Action,Role-Playing (RPG)",True,Unknown,True,53,0.17,19.95,X360,E,True,2007,16.25,28.8,15.0,5,9.7,42.0,42.0,42.0,1,42.0,9.38,12.18,9.38,2,6.57,10.25,12.87,10.25,2,7.62
Luminous Arc,True,1,True,True,"Role-Playing (RPG),Strategy",True,Unknown,True,70,0.17,24.95,Nintendo DS,T,True,2007,28.13,44.6,24.32,28,21.92,49.72,57.85,55.73,5,43.85,24.42,27.23,24.53,8,21.75,22.92,27.48,21.75,15,19.98
Picross DS,True,1,True,True,Strategy,True,Nintendo,True,83,0.17,17.95,Nintendo DS,E,True,2007,62.43,138.28,50.68,18,38.28,75.82,143.95,60.0,9,56.95,56.67,86.67,50.0,5,36.67,39.52,45.17,38.35,4,34.47
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,67,0.17,17.95,PlayStation 3,E,True,2007,12.38,15.65,12.25,25,8.82,15.2,17.05,15.0,10,14.05,10.0,10.0,10.0,1,10.0,10.53,14.13,10.0,14,7.8
College Hoops 2K7,True,6,True,True,Sports,True,2K,True,81,0.16,6.95,PlayStation 3,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,80,0.16,22.95,PlayStation 3,T,True,2007,16.82,30.07,10.13,4,6.92,46.68,46.68,46.68,1,46.68,0.0,0.0,0.0,0,0.0,6.87,11.7,0.53,3,2.03
Stuntman: Ignition,True,4,True,True,"Action,Racing / Driving",True,THQ,True,76,0.16,16.95,PlayStation 3,E,True,2007,8.2,11.13,6.33,10,5.8,13.1,14.52,15.0,3,11.68,6.33,6.42,6.33,2,6.25,6.02,7.82,5.27,5,5.0
Mortal Kombat: Armageddon,True,4,True,True,"Action,Racing / Driving",True,Midway,True,71,0.16,24.95,Nintendo Wii,E,True,2007,13.13,22.87,8.33,17,8.37,27.5,31.25,27.5,2,23.75,16.45,24.68,12.32,5,10.18,8.6,11.15,8.0,10,7.15
Def Jam: Icon,True,2,True,True,Action,True,EA,True,68,0.16,16.95,PlayStation 3,E,True,2007,8.0,8.25,8.0,2,7.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.25,8.0,2,7.75
Soulcalibur Legends,True,2,True,True,Action,True,Namco,True,52,0.16,16.95,Nintendo Wii,E,True,2007,10.03,15.05,9.25,6,5.82,0.0,0.0,0.0,0,0.0,4.87,6.3,4.87,2,3.43,12.6,16.0,10.48,4,10.27
Surf's Up,True,2,True,True,Sports,True,Ubisoft,True,64,0.16,16.95,Nintendo Wii,T,True,2007,1.28,1.62,1.28,2,0.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.28,1.62,1.28,2,0.97
Planet Puzzle League,True,1,True,True,Strategy,True,Nintendo,True,86,0.16,17.95,Nintendo DS,E,True,2007,0.32,0.32,0.32,1,0.32,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.32,0.32,0.32,1,0.32
DiRT,True,1,True,True,"Racing / Driving,Simulation,Sports",True,Unknown,True,83,0.16,17.95,PlayStation 3,E,True,2007,16.03,35.25,13.0,34,10.75,39.0,47.25,38.0,3,30.75,15.08,20.27,14.0,13,11.63,12.9,17.45,12.88,18,9.95
TMNT,True,1,True,True,Action,True,Ubisoft,True,60,0.16,17.95,Nintendo Wii,E,True,2007,4.92,6.47,5.0,32,3.47,5.18,6.17,5.0,10,4.4,5.5,6.8,5.75,4,4.05,4.65,5.47,4.75,18,3.35
Soldier of Fortune: Payback,True,1,True,True,Action,True,Activision,True,50,0.16,13.95,X360,M,True,2007,3.78,5.75,3.25,16,2.6,0.0,0.0,0.0,0,0.0,7.0,7.5,7.0,2,6.5,3.33,4.08,3.0,14,2.43
Dynasty Warriors: Gundam,True,2,True,True,Action,True,Namco,True,60,0.15,22.95,PlayStation 3,E,True,2007,62.07,94.35,50.8,16,32.72,100.88,116.6,101.0,6,80.5,49.75,66.3,47.5,4,34.3,31.47,42.93,37.07,6,21.63
Disney Pirates of the Caribbean: At World's End,True,2,True,True,Action,True,Disney,True,55,0.15,14.95,PlayStation 3,M,True,2007,10.32,20.27,7.0,11,6.82,31.9,31.9,31.9,1,31.9,11.72,12.5,12.47,4,10.53,5.8,6.43,5.92,6,5.43
Bee Movie Game,True,2,True,True,Action,True,Activision,True,71,0.15,12.95,X360,T,True,2007,5.77,6.27,5.63,4,5.35,6.0,6.0,6.0,1,6.0,5.27,5.27,5.27,1,5.27,5.92,6.37,5.92,2,5.45
Dynasty Warriors: Gundam,True,2,True,True,Action,True,Namco,True,55,0.15,22.95,X360,M,True,2007,62.07,94.35,50.8,16,32.72,100.88,116.6,101.0,6,80.5,49.75,66.3,47.5,4,34.3,31.47,42.93,37.07,6,21.63
Golden Axe,True,2,True,True,Action,True,Sega,True,45,0.15,14.95,X360,M,True,2007,1.18,3.43,1.0,58,0.7,1.38,1.72,1.5,9,1.03,1.12,1.22,1.08,4,1.05,1.15,3.37,0.75,45,0.63
Dementium: The Ward,True,1,True,True,Action,True,Unknown,True,72,0.15,17.95,Nintendo DS,M,True,2007,4.02,5.25,4.0,9,3.2,4.12,5.15,3.5,5,3.1,0.0,0.0,0.0,0,0.0,3.88,3.97,4.0,4,3.73
Rondo of Swords,True,1,True,True,"Role-Playing (RPG),Strategy",True,Unknown,True,69,0.15,19.95,Nintendo DS,E,True,2007,23.23,31.73,17.7,7,18.23,36.5,39.75,36.5,2,33.25,17.0,17.0,17.0,1,17.0,18.17,19.87,17.35,4,16.87
Disgaea: Afternoon of Darkness,True,1,True,True,"Role-Playing (RPG),Strategy",True,Unknown,True,87,0.15,17.95,Sony PSP,M,True,2007,87.5,453.77,59.6,44,37.73,315.1,533.45,150.72,4,178.95,97.52,123.15,99.53,15,78.4,45.08,75.52,40.8,25,22.43
NASCAR 08,True,1,True,True,"Racing / Driving,Sports",True,EA,True,57,0.15,14.95,PlayStation 3,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Dragon Quest Swords: The Masked Queen and the T...,True,1,True,True,Action,True,SquareEnix,True,65,0.15,16.95,Nintendo Wii,T,True,2007,12.02,22.12,9.3,19,8.82,11.32,11.32,11.32,1,11.32,17.37,24.38,13.0,7,11.58,8.68,10.13,8.5,11,7.78
Call of Juarez,True,1,True,True,Action,True,Ubisoft,True,71,0.15,14.95,X360,E,True,2007,8.63,20.8,8.2,98,6.75,11.22,21.85,9.83,13,8.75,9.0,11.0,9.0,26,8.0,7.92,10.73,8.0,59,6.52
College Hoops 2K8,True,1,True,True,Sports,True,2K,True,81,0.15,9.95,X360,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Eternal Sonata,True,1,True,True,Role-Playing (RPG),True,Namco,True,79,0.15,27.95,X360,M,True,2007,38.15,117.95,33.7,132,23.95,70.67,132.85,60.77,14,48.85,41.3,67.68,39.45,50,31.68,29.13,43.17,30.0,68,20.78
Kingdom Under Fire: Circle of Doom,True,1,True,True,"Action,Role-Playing (RPG)",True,Microsoft,True,55,0.15,14.95,X360,E,True,2007,107.83,240.7,55.0,6,44.7,184.33,275.83,119.0,3,92.83,76.0,76.0,76.0,1,76.0,9.0,9.5,9.0,2,8.5
Vampire Rain,True,1,True,True,Action,True,Microsoft,True,38,0.15,11.95,X360,T,True,2007,10.88,11.67,10.5,3,10.08,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.88,11.67,10.5,3,10.08
All-Pro Football 2K8,True,6,True,True,Sports,True,2K,True,73,0.14,9.95,PlayStation 3,T,True,2007,12.0,12.0,12.0,1,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12.0,12.0,12.0,1,12.0
Mercury Meltdown,True,2,True,True,Strategy,True,Unknown,True,77,0.14,12.95,Nintendo Wii,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Conan,True,1,True,True,"Action,Adventure",True,THQ,True,69,0.14,17.95,PlayStation 3,E,True,2007,7.18,13.28,6.0,28,5.57,16.5,18.25,16.5,2,14.75,7.67,8.6,8.75,3,6.72,6.3,8.77,6.0,23,5.35
Godzilla: Unleashed,True,1,True,True,Action,True,Atari,True,44,0.14,24.95,Nintendo Wii,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
NBA Live 08,True,1,True,True,Sports,True,EA,True,52,0.14,14.95,Nintendo Wii,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Conan,True,1,True,True,"Action,Adventure",True,THQ,True,69,0.14,14.95,X360,E,True,2007,7.18,13.28,6.0,28,5.57,16.5,18.25,16.5,2,14.75,7.67,8.6,8.75,3,6.72,6.3,8.77,6.0,23,5.35
Spider-Man: Friend or Foe,True,2,True,True,Action,True,Activision,True,59,0.13,17.95,Nintendo Wii,T,True,2007,11.12,17.52,9.0,17,7.0,17.15,20.88,16.4,6,12.97,6.9,8.42,6.82,4,5.4,8.35,10.58,8.0,7,6.83
College Hoops 2K8,True,7,True,True,Sports,True,2K,True,82,0.12,12.95,PlayStation 3,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
NBA 08,True,4,True,True,Sports,True,Sony,True,63,0.12,9.95,PlayStation 3,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Thrillville: Off the Rails,True,4,True,True,"Simulation,Strategy",True,Unknown,True,73,0.12,17.95,X360,E,True,2007,12.15,21.43,9.63,7,7.73,10.75,11.3,10.75,2,10.18,32.0,32.0,32.0,1,32.0,7.88,9.08,8.5,4,6.38
Geometry Wars: Galaxies,True,1,True,True,Action,True,Unknown,True,79,0.12,14.95,Nintendo DS,T,True,2007,18.5,22.75,18.5,2,14.25,0.0,0.0,0.0,0,0.0,27.0,27.0,27.0,1,27.0,10.0,10.0,10.0,1,10.0
Rayman Raving Rabbids,True,1,True,True,Action,True,Ubisoft,True,56,0.12,17.95,Nintendo DS,M,True,2007,6.7,8.22,6.18,27,5.13,8.1,8.55,8.1,2,7.65,8.27,9.1,8.13,8,6.77,5.8,6.95,6.0,17,4.87
WordJong,True,1,True,True,Strategy,True,Unknown,True,77,0.12,17.95,Nintendo DS,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
"Warhammer 40,000: Squad Command",True,1,True,True,Strategy,True,THQ,True,67,0.12,17.95,Sony PSP,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Beowulf: The Game,True,1,True,True,Action,True,Ubisoft,True,51,0.12,12.95,PlayStation 3,T,True,2007,10.85,14.23,8.08,5,7.82,0.0,0.0,0.0,0,0.0,8.08,8.08,8.08,1,8.08,11.53,15.0,10.5,4,8.6
The Golden Compass,True,1,True,True,Action,True,Sega,True,40,0.12,12.95,PlayStation 3,M,True,2007,8.57,12.13,7.0,5,6.38,0.0,0.0,0.0,0,0.0,16.5,16.5,16.5,1,16.5,6.58,7.1,6.98,4,5.88
Scarface: The World is Yours,True,1,True,True,"Action,Racing / Driving",True,Unknown,True,71,0.12,22.95,Nintendo Wii,M,True,2007,24.78,32.45,23.07,25,18.3,29.55,34.88,28.0,8,23.63,25.5,31.13,23.07,11,21.13,17.12,19.45,17.13,6,14.9
Hot Wheels: Beat That!,True,1,True,True,"Action,Racing / Driving",True,Activision,True,43,0.12,19.95,X360,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
NHL 2K8 ,True,1,True,True,Sports,True,2K,True,71,0.12,6.95,X360,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
NBA Street Homecourt,True,4,True,True,Sports,True,EA,True,81,0.11,14.95,PlayStation 3,E,True,2007,18.32,26.5,7.72,3,10.12,7.72,7.72,7.72,1,7.72,23.62,31.8,23.62,2,15.42,0.0,0.0,0.0,0,0.0
Geometry Wars: Galaxies,True,2,True,True,Action,True,Unknown,True,80,0.11,16.95,Nintendo Wii,T,True,2007,18.5,22.75,18.5,2,14.25,0.0,0.0,0.0,0,0.0,27.0,27.0,27.0,1,27.0,10.0,10.0,10.0,1,10.0
Final Fantasy: Crystal Chronicles - Echoes of Time,True,1,True,True,Action,True,SquareEnix,True,75,0.11,24.95,Nintendo DS,T,True,2007,17.93,23.32,18.37,17,14.45,27.0,27.0,27.0,1,27.0,22.6,25.63,22.97,4,19.38,15.62,17.83,15.7,12,13.2
Godzilla Unleashed: Double Smash,True,1,True,True,Action,True,Atari,True,28,0.11,17.95,Nintendo DS,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
MX vs. ATV Untamed,True,1,True,True,Racing / Driving,True,THQ,True,61,0.11,17.95,Nintendo DS,E,True,2007,12.0,12.0,12.0,1,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12.0,12.0,12.0,1,12.0
WWE SmackDown vs. Raw 2008,True,1,True,True,Sports,True,THQ,True,61,0.11,14.95,Nintendo DS,T,True,2007,25.32,42.1,13.1,14,11.95,45.03,56.38,50.5,5,26.23,30.9,35.68,30.9,2,26.12,9.65,12.4,10.0,7,7.4
The BIGS,True,1,True,True,"Action,Simulation,Sports",True,2K,True,72,0.11,16.95,Sony PSP,M,True,2007,16.82,30.07,10.13,4,6.92,46.68,46.68,46.68,1,46.68,0.0,0.0,0.0,0,0.0,6.87,11.7,0.53,3,2.03
Brave Story: New Traveler,True,1,True,True,Role-Playing (RPG),True,Unknown,True,76,0.11,17.95,Sony PSP,T,True,2007,26.17,32.6,25.25,31,21.73,28.65,31.02,26.0,3,26.28,27.7,33.38,26.87,16,23.13,23.5,26.83,23.83,12,20.72
WipEout Pulse,True,1,True,True,"Action,Racing / Driving",True,Sony,True,82,0.11,16.95,Sony PSP,T,True,2007,8.67,9.92,9.0,9,7.28,10.0,10.0,10.0,2,10.0,9.75,10.13,9.75,2,9.37,7.72,9.17,7.0,5,6.53
TimeShift,True,1,True,True,Action,True,Unknown,True,70,0.11,16.95,PlayStation 3,M,True,2007,8.5,11.85,8.92,78,6.35,9.07,9.52,9.0,5,8.52,10.2,12.55,10.0,9,8.72,8.22,10.65,8.4,64,6.15
Star Trek: Conquest,True,1,True,True,"Action,Strategy",True,Unknown,True,49,0.11,27.95,Nintendo Wii,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Beautiful Katamari,True,1,True,True,Action,True,Namco,True,73,0.11,17.95,X360,M,True,2007,14.55,55.13,6.0,33,6.3,100.0,100.0,100.0,2,100.0,18.12,32.52,8.0,8,8.52,5.87,8.28,6.0,23,4.13
Hour of Victory,True,1,True,True,Action,True,Midway,True,37,0.11,12.95,X360,M,True,2007,6.13,7.2,6.15,4,5.07,0.0,0.0,0.0,0,0.0,7.0,7.0,7.0,1,7.0,5.85,6.92,5.32,3,4.78
Fantastic Four: Rise of the Silver Surfer,True,4,True,True,Action,True,2K,True,47,0.1,14.95,PlayStation 3,M,True,2007,7.6,9.5,6.42,7,5.68,0.0,0.0,0.0,0,0.0,10.33,11.08,10.0,3,9.58,5.57,6.03,5.75,4,5.02
SEGA Rally Revo,True,2,True,True,"Racing / Driving,Simulation",True,Sega,True,77,0.1,14.95,X360,E,True,2007,34.0,34.0,34.0,1,34.0,34.0,34.0,34.0,1,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
7 Wonders of the Ancient World,True,1,True,True,Strategy,True,Unknown,True,60,0.1,17.95,Nintendo DS,T,True,2007,7.48,11.83,4.85,4,4.47,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7.48,11.83,4.85,4,4.47
Draglade,True,1,True,True,Action,True,Unknown,True,71,0.1,16.95,Nintendo DS,M,True,2007,4.92,6.02,4.07,4,4.23,0.0,0.0,0.0,0,0.0,7.57,7.57,7.57,1,7.57,4.03,4.05,4.07,3,4.02
Final Fantasy Fables: Chocobo Tales,True,1,True,True,Action,True,SquareEnix,True,75,0.1,17.95,Nintendo DS,M,True,2007,17.2,27.57,12.25,17,11.07,26.1,32.47,22.95,7,21.08,14.47,16.32,12.0,3,12.62,9.45,10.83,9.38,7,8.42
Marvel Trading Card Game,True,1,True,True,Strategy,True,Konami,True,61,0.1,16.95,Nintendo DS,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Crazy Taxi: Fare Wars,True,1,True,True,"Action,Racing / Driving",True,Sega,True,64,0.1,17.95,Sony PSP,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
