Region,Month,Day,Year,Trigger,Weak Layer,Depth_inches,Vertical_inches,Aspect,Elevation_feet
Salt Lake,11,14,2011,Natural,Unknown,12.0,9600.0,Northeast,10000.0
Salt Lake,11,13,2011,Unknown,Facets,20.0,3000.0,East,10200.0
Salt Lake,11,13,2011,Natural,Facets,18.0,6000.0,North,10000.0
Salt Lake,11,20,2011,Skier,Facets,36.0,8400.0,Northwest,10100.0
Salt Lake,11,20,2011,Skier,Ground Interface,42.0,960.0,North,9600.0
Salt Lake,11,25,2011,Unknown,Unknown,24.0,3000.0,North,10100.0
Moab,12,16,2011,Natural,Facets,9.0,7200.0,Northeast,11200.0
Salt Lake,12,17,2011,Skier,Surface Hoar,8.0,2400.0,North,10400.0
Salt Lake,12,17,2011,Skier,Facets,6.0,1500.0,Northeast,9800.0
Salt Lake,12,22,2011,Skier,Facets,12.0,1080.0,East,10000.0
Salt Lake,12,22,2011,Natural,Facets,18.0,8400.0,Northeast,10000.0
Salt Lake,12,23,2011,Skier,Surface Hoar,10.0,4200.0,Northeast,10500.0
Salt Lake,12,26,2011,Skier,Unknown,9.0,2100.0,North,9400.0
Salt Lake,12,26,2011,Skier,Facets,8.0,2100.0,Northeast,10200.0
Salt Lake,12,26,2011,Skier,Facets,4.0,1800.0,North,10300.0
Salt Lake,12,31,2011,Skier,Unknown,15.0,9600.0,Northeast,10000.0
Salt Lake,12,31,2011,Snowboarder,Unknown,8.0,3000.0,Northeast,9500.0
Logan,1,1,2012,Skier,Facets,14.0,3000.0,East,8400.0
Salt Lake,12,31,2011,Natural,Depth Hoar,12.0,6000.0,North,10000.0
Salt Lake,1,2,2012,Skier,Unknown,12.0,8400.0,Northeast,9200.0
Ogden,12,31,2011,Natural,Facets,6.0,1200.0,Northeast,8300.0
Salt Lake,1,2,2012,Skier,Facets,10.0,4200.0,North,10800.0
Salt Lake,1,3,2012,Natural,Unknown,12.0,6000.0,North,9400.0
Salt Lake,1,8,2012,Skier,New Snow,8.0,2400.0,East,9600.0
Provo,1,3,2012,Skier,Unknown,12.0,3600.0,East,10000.0
Provo,1,9,2012,Skier,New Snow/Old Snow Interface,14.0,6000.0,East,10000.0
Salt Lake,1,11,2012,Skier,Facets,18.0,3000.0,Northeast,10300.0
Salt Lake,1,9,2012,Natural,Unknown,8.0,4800.0,Northeast,9700.0
Salt Lake,1,2,2012,Unknown,Unknown,24.0,4800.0,Northeast,9700.0
Salt Lake,1,15,2012,Skier,Unknown,4.0,840.0,North,9300.0
Ogden,1,17,2012,Skier,Facets,36.0,4800.0,Northeast,9800.0
Logan,1,18,2012,Skier,Unknown,12.0,6000.0,East,8900.0
Salt Lake,1,19,2012,Natural,New Snow,6.0,8400.0,North,9800.0
Salt Lake,1,19,2012,Skier,Facets,15.0,2400.0,North,9800.0
Salt Lake,1,19,2012,Skier,Depth Hoar,18.0,360.0,East,9600.0
Salt Lake,1,19,2012,Natural,Facets,8.0,3600.0,East,10200.0
Logan,1,19,2012,Natural,Facets,12.0,1800.0,West,6900.0
Salt Lake,1,19,2012,Skier,Unknown,14.0,10800.0,Northeast,9800.0
Salt Lake,1,19,2012,Skier,Facets,7.0,7200.0,Northeast,10000.0
Salt Lake,1,19,2012,Skier,Facets,22.0,10800.0,East,10300.0
Salt Lake,1,19,2012,Skier,Unknown,12.0,4200.0,West,8800.0
Salt Lake,1,20,2012,Unknown,Depth Hoar,36.0,6000.0,East,10200.0
Salt Lake,1,20,2012,Skier,Facets,42.0,8400.0,Northeast,10000.0
Salt Lake,1,20,2012,Snowboarder,Depth Hoar,42.0,3600.0,Northeast,9500.0
Salt Lake,1,20,2012,Skier,Facets,13.0,1200.0,Northeast,9000.0
Salt Lake,1,20,2012,Skier,Facets,12.0,720.0,Northwest,8700.0
Skyline,1,20,2012,Skier,Facets,30.0,1800.0,East,9500.0
Logan,1,20,2012,Skier,Unknown,24.0,600.0,Northeast,8600.0
Salt Lake,1,20,2012,Unknown,Facets,14.0,2400.0,Northwest,9100.0
Salt Lake,1,20,2012,Skier,Facets,16.0,8400.0,North,10100.0
Salt Lake,1,19,2012,Natural,Facets,16.0,6000.0,North,9900.0
Salt Lake,1,20,2012,Skier,Facets,24.0,12000.0,Northeast,9700.0
Salt Lake,1,20,2012,Skier,Facets,14.0,4800.0,Southeast,9600.0
Salt Lake,1,20,2012,Skier,Facets,12.0,4800.0,East,10200.0
Salt Lake,1,20,2012,Skier,Facets,20.0,4800.0,East,9700.0
Salt Lake,1,20,2012,Skier,Facets,16.0,8400.0,North,10000.0
Salt Lake,1,20,2012,Skier,Facets,16.0,4200.0,West,10100.0
Salt Lake,1,19,2012,Unknown,Facets,12.0,7200.0,Northeast,9300.0
Salt Lake,1,20,2012,Skier,Facets,14.0,2400.0,Northwest,9200.0
Salt Lake,1,20,2012,Skier,Facets,18.0,9600.0,Northeast,9100.0
Salt Lake,1,20,2012,Skier,Facets,16.0,9600.0,Northeast,8800.0
Logan,1,21,2012,Skier,Depth Hoar,24.0,1080.0,Northeast,8500.0
Logan,1,20,2012,Unknown,Depth Hoar,24.0,4200.0,Northeast,8600.0
Salt Lake,1,21,2012,Unknown,New Snow/Old Snow Interface,15.0,2400.0,West,9600.0
Salt Lake,1,21,2012,Skier,Unknown,20.0,4800.0,North,8500.0
Salt Lake,1,21,2012,Skier,Unknown,18.0,360.0,Northeast,8200.0
Ogden,1,20,2012,Skier,Facets,30.0,360.0,East,7400.0
Salt Lake,1,22,2012,Snowboarder,Unknown,60.0,7200.0,North,10200.0
Provo,1,22,2012,Skier,Depth Hoar,30.0,4800.0,Northeast,9100.0
Uintas,1,21,2012,Natural,Unknown,30.0,720.0,Northeast,10100.0
Ogden,1,22,2012,Natural,New Snow,36.0,1800.0,Northeast,7500.0
Logan,1,21,2012,Snowboarder,Depth Hoar,36.0,1800.0,Northeast,8500.0
Provo,1,22,2012,Skier,Facets,36.0,4800.0,Northeast,9100.0
SE Idaho,1,20,2012,Snowmobiler,New Snow/Old Snow Interface,30.0,1800.0,East,8000.0
Salt Lake,1,23,2012,Skier,Facets,48.0,10800.0,Northeast,10100.0
Salt Lake,1,22,2012,Skier,Facets,30.0,1200.0,Northeast,8400.0
Salt Lake,1,23,2012,Unknown,Unknown,30.0,1200.0,Northeast,8100.0
Salt Lake,1,24,2012,Skier,Facets,24.0,600.0,North,8500.0
Salt Lake,1,24,2012,Unknown,Facets,36.0,8400.0,East,9600.0
Ogden,1,24,2012,Snowmobiler,Ground Interface,84.0,7200.0,Unknown,9000.0
Skyline,1,26,2012,Natural,Depth Hoar,14.0,600.0,Northwest,8800.0
Skyline,1,26,2012,Natural,Facets,14.0,600.0,Northwest,8200.0
Salt Lake,1,27,2012,Unknown,Facets,36.0,7200.0,East,9600.0
Salt Lake,1,27,2012,Skier,New Snow/Old Snow Interface,12.0,8400.0,Southeast,10200.0
Salt Lake,1,27,2012,Skier,Depth Hoar,36.0,9600.0,North,10100.0
Skyline,1,27,2012,Skier,New Snow/Old Snow Interface,30.0,1200.0,East,9200.0
Uintas,1,25,2012,Snowmobiler,Depth Hoar,36.0,2400.0,East,10200.0
Salt Lake,1,28,2012,Snowboarder,Facets,30.0,30000.0,West,10200.0
Salt Lake,1,29,2012,Skier,Facets,24.0,6000.0,Northeast,10300.0
Uintas,1,28,2012,Skier,Depth Hoar,36.0,4800.0,North,10400.0
Salt Lake,1,29,2012,Skier,Facets,42.0,9600.0,East,10600.0
Salt Lake,1,29,2012,Skier,Facets,18.0,5400.0,West,9700.0
Skyline,1,29,2012,Unknown,Depth Hoar,36.0,2400.0,North,10000.0
SE Idaho,2,3,2012,Snowboarder,Unknown,18.0,1200.0,North,7900.0
Salt Lake,2,4,2012,Snowmobiler,Facets,48.0,8400.0,North,10600.0
Salt Lake,2,12,2012,Unknown,Facets,7.0,1800.0,North,10000.0
Salt Lake,2,12,2012,Natural,Unknown,8.0,4800.0,East,9700.0
Salt Lake,2,13,2012,Unknown,New Snow,14.0,4200.0,East,9100.0
Provo,2,12,2012,Natural,New Snow/Old Snow Interface,9.0,9600.0,Northeast,10000.0
Salt Lake,2,12,2012,Natural,Density Change,12.0,10800.0,Northeast,10100.0
Logan,2,15,2012,Natural,New Snow/Old Snow Interface,10.0,6000.0,Northeast,9500.0
Salt Lake,2,13,2012,Natural,Unknown,24.0,15000.0,North,10700.0
Uintas,2,16,2012,Snowmobiler,Depth Hoar,36.0,4800.0,North,9900.0
Salt Lake,2,19,2012,Natural,New Snow/Old Snow Interface,2.0,480.0,South,9600.0
Provo,2,19,2012,Natural,New Snow,6.0,12000.0,East,10400.0
Provo,2,19,2012,Snowmobiler,Facets,12.0,5400.0,Southeast,9500.0
Salt Lake,2,20,2012,Skier,Surface Hoar,10.0,2400.0,North,9800.0
Salt Lake,2,20,2012,Explosive,Depth Hoar,30.0,7200.0,Northeast,9600.0
Uintas,2,18,2012,Snowmobiler,Depth Hoar,30.0,1800.0,Southwest,10300.0
Salt Lake,2,21,2012,Skier,Density Change,5.0,4200.0,Northeast,9700.0
Salt Lake,2,20,2012,Skier,New Snow/Old Snow Interface,8.0,1200.0,Southeast,9400.0
Logan,2,22,2012,Snowmobiler,Surface Hoar,36.0,6000.0,Northeast,9000.0
Salt Lake,2,23,2012,Skier,Unknown,18.0,9600.0,Northeast,10100.0
Logan,2,22,2012,Snowmobiler,Facets,30.0,4200.0,East,8800.0
Logan,2,22,2012,Natural,Surface Hoar,24.0,1080.0,Southwest,7700.0
Salt Lake,2,24,2012,Explosive,Surface Hoar,48.0,24000.0,Northwest,10000.0
Logan,2,24,2012,Snowmobiler,Surface Hoar,24.0,2400.0,Northeast,9000.0
Uintas,2,24,2012,Skier,Depth Hoar,30.0,1200.0,East,10000.0
Ogden,2,24,2012,Snowmobiler,Facets,36.0,4200.0,Northeast,9000.0
Salt Lake,2,24,2012,Skier,New Snow/Old Snow Interface,1.0,4200.0,Southeast,9400.0
Salt Lake,2,24,2012,Snowmobiler,Surface Hoar,24.0,600.0,East,8800.0
Salt Lake,2,26,2012,Skier,Unknown,12.0,5400.0,South,10100.0
Provo,2,25,2012,Snowmobiler,Unknown,36.0,1200.0,Southwest,10400.0
Salt Lake,2,26,2012,Skier,Unknown,12.0,6000.0,East,10300.0
Moab,2,25,2012,Skier,Unknown,13.0,840.0,Northeast,10300.0
Ogden,2,25,2012,Natural,Unknown,20.0,960.0,Northeast,7800.0
Logan,2,22,2012,Snowmobiler,Surface Hoar,18.0,2400.0,Northeast,9000.0
Salt Lake,2,28,2012,Skier,New Snow/Old Snow Interface,8.0,7200.0,East,9500.0
Salt Lake,2,28,2012,Skier,New Snow/Old Snow Interface,18.0,8400.0,Southeast,10000.0
Salt Lake,2,28,2012,Skier,Unknown,30.0,2400.0,North,7700.0
Salt Lake,2,28,2012,Skier,Unknown,30.0,4800.0,Northeast,10000.0
Salt Lake,2,28,2012,Unknown,Unknown,10.0,2400.0,Northwest,9200.0
Provo,2,29,2012,Skier,Density Change,24.0,7200.0,Northeast,9200.0
Salt Lake,3,1,2012,Explosive,Unknown,36.0,2400.0,Northwest,10000.0
Salt Lake,3,1,2012,Unknown,Unknown,24.0,2400.0,Northwest,9200.0
Salt Lake,3,1,2012,Natural,Facets,36.0,10800.0,North,10000.0
Salt Lake,3,1,2012,Skier,New Snow,24.0,3000.0,Northeast,10000.0
Salt Lake,3,1,2012,Skier,Facets,24.0,5400.0,Northeast,8900.0
Salt Lake,3,2,2012,Skier,Unknown,18.0,9600.0,Southeast,9000.0
Salt Lake,3,2,2012,Natural,Unknown,30.0,12000.0,Northeast,10400.0
Logan,3,2,2012,Skier,Depth Hoar,42.0,8400.0,Northeast,9000.0
Uintas,3,2,2012,Snowboarder,New Snow/Old Snow Interface,30.0,4800.0,East,10400.0
Uintas,3,2,2012,Natural,New Snow,10.0,8400.0,North,10300.0
Uintas,3,2,2012,Natural,Unknown,30.0,3600.0,East,9700.0
Ogden,3,2,2012,Snowmobiler,Facets,30.0,2400.0,North,8400.0
Logan,3,2,2012,Natural,Density Change,8.0,1500.0,North,7400.0
Provo,3,2,2012,Natural,Unknown,30.0,21000.0,East,10100.0
Moab,3,3,2012,Snowmobiler,Unknown,24.0,12000.0,Southeast,10200.0
Salt Lake,3,3,2012,Skier,Density Change,36.0,7200.0,East,9300.0
Uintas,3,3,2012,Snowmobiler,New Snow/Old Snow Interface,24.0,4200.0,East,9000.0
Salt Lake,3,3,2012,Unknown,Unknown,30.0,6000.0,Northeast,9500.0
Salt Lake,3,3,2012,Skier,Unknown,24.0,165882.571379395,East,970.0461536314
Ogden,3,2,2012,Natural,Unknown,30.0,3600.0,North,8600.0
Salt Lake,3,3,2012,Skier,Unknown,24.0,7200.0,West,8600.0
Salt Lake,3,4,2012,Skier,New Snow/Old Snow Interface,24.0,12000.0,East,8100.0
Provo,3,4,2012,Snowmobiler,Ground Interface,48.0,12000.0,East,9700.0
Salt Lake,3,4,2012,Natural,Unknown,18.0,6000.0,Southeast,8600.0
Logan,3,4,2012,Unknown,Unknown,48.0,4800.0,Southeast,9400.0
Salt Lake,3,4,2012,Explosive,Unknown,30.0,12000.0,Southeast,10000.0
Salt Lake,3,4,2012,Unknown,Unknown,42.0,9600.0,South,10000.0
Salt Lake,3,4,2012,Explosive,Unknown,36.0,6000.0,West,9600.0
Salt Lake,3,4,2012,Unknown,Density Change,9.0,1200.0,Southeast,9200.0
Salt Lake,3,3,2012,Natural,New Snow/Old Snow Interface,14.0,2400.0,East,9100.0
Provo,3,4,2012,Natural,Unknown,48.0,36000.0,East,10800.0
Salt Lake,3,4,2012,Natural,Unknown,30.0,6000.0,South,9700.0
Uintas,3,4,2012,Snowmobiler,Depth Hoar,24.0,7200.0,East,9500.0
Salt Lake,3,4,2012,Natural,Unknown,24.0,6000.0,East,9000.0
Logan,3,5,2012,Natural,Unknown,24.0,24000.0,Southeast,8800.0
Logan,3,2,2012,Unknown,Depth Hoar,48.0,2400.0,East,8400.0
Salt Lake,3,5,2012,Natural,New Snow/Old Snow Interface,12.0,3600.0,East,9500.0
Logan,3,4,2012,Unknown,Unknown,24.0,6000.0,East,9500.0
Uintas,3,4,2012,Snowmobiler,Surface Hoar,24.0,1800.0,Northeast,10000.0
Ogden,3,4,2012,Natural,Facets,42.0,5400.0,Southeast,8800.0
Salt Lake,3,4,2012,Natural,Unknown,20.0,1800.0,Northeast,9400.0
Logan,3,8,2012,Snowmobiler,Depth Hoar,30.0,3000.0,East,9300.0
Skyline,3,8,2012,Natural,Depth Hoar,14.0,240.0,Northeast,8800.0
Uintas,3,8,2012,Snowmobiler,Facets,24.0,3000.0,Northeast,9800.0
Salt Lake,3,9,2012,Natural,Unknown,24.0,8400.0,West,10100.0
Salt Lake,3,12,2012,Natural,Unknown,10.0,2400.0,South,9600.0
Logan,3,8,2012,Snowmobiler,Unknown,48.0,5400.0,Northeast,9400.0
Logan,3,15,2012,Natural,Depth Hoar,36.0,3600.0,East,8600.0
Logan,3,19,2012,Skier,New Snow/Old Snow Interface,12.0,2100.0,Northeast,8000.0
Salt Lake,3,19,2012,Skier,Depth Hoar,36.0,21000.0,North,10200.0
Salt Lake,3,20,2012,Skier,Unknown,36.0,7200.0,Northeast,9400.0
Skyline,3,31,2012,Snowmobiler,Depth Hoar,42.0,3600.0,East,10300.0
Ogden,4,2,2012,Natural,Surface Hoar,20.0,7200.0,Northeast,8500.0
Salt Lake,4,13,2012,Unknown,New Snow,8.0,4800.0,East,9700.0
Logan,4,13,2012,Natural,New Snow/Old Snow Interface,10.0,7200.0,East,8600.0
Salt Lake,4,15,2012,Skier,New Snow/Old Snow Interface,10.0,6000.0,Northeast,10100.0
Logan,4,16,2012,Skier,New Snow/Old Snow Interface,6.0,5400.0,Northeast,8600.0
Provo,4,17,2012,Unknown,Unknown,12.0,4800.0,Northeast,9000.0
Uintas,4,21,2012,Natural,Density Change,24.0,12000.0,Northeast,11500.0
Logan,4,29,2012,Skier,New Snow/Old Snow Interface,6.0,5400.0,North,8700.0
Provo,5,3,2012,Unknown,Unknown,24.0,10800.0,Northeast,10200.0
Salt Lake,10,29,2013,Skier,Facets,10.0,3600.0,North,10100.0
Salt Lake,10,29,2013,Skier,Facets,10.0,3000.0,North,10000.0
Salt Lake,10,29,2013,Natural,Facets,12.0,4800.0,Northwest,10100.0
Salt Lake,11,6,2013,Skier,Facets,24.0,10800.0,North,10600.0
Salt Lake,11,16,2013,Skier,New Snow,8.0,3600.0,Northeast,10400.0
Salt Lake,11,17,2013,Skier,Depth Hoar,24.0,1200.0,North,10400.0
Salt Lake,11,17,2013,Skier,Ground Interface,48.0,1200.0,North,10000.0
Salt Lake,11,17,2013,Skier,Facets,2.0,2400.0,Northeast,10200.0
Provo,11,16,2013,Natural,Depth Hoar,12.0,12000.0,East,10600.0
Uintas,11,17,2013,Snowmobiler,Depth Hoar,24.0,3600.0,Northeast,10000.0
Skyline,11,22,2013,Natural,Facets,14.0,720.0,North,10100.0
Uintas,11,22,2013,Skier,Depth Hoar,30.0,1800.0,Northwest,9700.0
Skyline,11,23,2013,Natural,Facets,30.0,720.0,Northwest,10000.0
Salt Lake,11,24,2013,Unknown,Facets,18.0,6000.0,North,10000.0
Moab,11,23,2013,Natural,Depth Hoar,30.0,15000.0,Northwest,11300.0
Salt Lake,12,3,2013,Skier,New Snow/Old Snow Interface,8.0,240.0,North,9600.0
Salt Lake,12,3,2013,Skier,Facets,16.0,1800.0,Northeast,9400.0
Salt Lake,12,3,2013,Skier,New Snow/Old Snow Interface,12.0,3000.0,Northeast,9200.0
Salt Lake,12,3,2013,Skier,Density Change,4.0,3600.0,Northeast,9700.0
Salt Lake,12,3,2013,Skier,New Snow/Old Snow Interface,12.0,4800.0,Northwest,9800.0
Salt Lake,12,3,2013,Snow Bike,Ground Interface,6.0,360.0,Southwest,5100.0
Salt Lake,12,3,2013,Natural,Density Change,4.0,4800.0,Northeast,10200.0
Salt Lake,12,4,2013,Skier,Facets,24.0,9600.0,Northeast,10000.0
Salt Lake,12,4,2013,Natural,New Snow/Old Snow Interface,16.0,4800.0,Northeast,9800.0
Uintas,12,3,2013,Natural,Depth Hoar,36.0,3600.0,Northeast,10300.0
Salt Lake,12,5,2013,Skier,Density Change,6.0,480.0,North,9500.0
Salt Lake,12,5,2013,Skier,Density Change,8.0,2100.0,Northeast,10400.0
Salt Lake,12,7,2013,Skier,Density Change,6.0,4800.0,Northwest,10000.0
Salt Lake,12,7,2013,Skier,Density Change,6.0,3000.0,Southeast,10000.0
Salt Lake,12,7,2013,Natural,Unknown,8.0,5400.0,Northeast,10100.0
Salt Lake,12,8,2013,Skier,Depth Hoar,24.0,2400.0,Northwest,9900.0
Salt Lake,12,8,2013,Snowboarder,Facets,36.0,1800.0,Northwest,10000.0
Moab,12,7,2013,Natural,New Snow/Old Snow Interface,30.0,7200.0,Northwest,11900.0
Moab,12,7,2013,Natural,New Snow/Old Snow Interface,30.0,5400.0,Northeast,11900.0
Moab,12,7,2013,Natural,New Snow/Old Snow Interface,36.0,7200.0,Northeast,12000.0
Salt Lake,12,8,2013,Skier,Facets,18.0,4800.0,West,9900.0
Salt Lake,12,8,2013,Skier,New Snow/Old Snow Interface,15.0,4800.0,North,10100.0
Salt Lake,12,9,2013,Skier,Facets,24.0,1200.0,North,9200.0
Salt Lake,12,8,2013,Unknown,New Snow/Old Snow Interface,12.0,2400.0,Northeast,9800.0
Salt Lake,12,8,2013,Natural,New Snow/Old Snow Interface,13.0,1800.0,East,10400.0
Salt Lake,12,9,2013,Skier,Facets,2.0,3600.0,Northeast,10000.0
Uintas,12,9,2013,Natural,Facets,30.0,3600.0,North,10500.0
Uintas,12,8,2013,Snowmobiler,Facets,24.0,3000.0,Northeast,10300.0
Uintas,12,9,2013,Natural,Depth Hoar,30.0,3600.0,Southeast,10600.0
Uintas,12,11,2013,Skier,Facets,24.0,1500.0,Northeast,10100.0
Salt Lake,12,14,2013,Skier,Facets,12.0,1200.0,Northwest,9800.0
Uintas,12,15,2013,Snowmobiler,Depth Hoar,30.0,2400.0,Northeast,9800.0
Salt Lake,12,19,2013,Skier,Facets,12.0,6000.0,Northwest,10000.0
Salt Lake,12,21,2013,Skier,Unknown,24.0,1200.0,North,9700.0
Uintas,12,21,2013,Skier,Facets,30.0,1200.0,Northeast,10300.0
Uintas,12,20,2013,Snowmobiler,Facets,60.0,1500.0,North,9700.0
Uintas,12,22,2013,Natural,Facets,24.0,1800.0,East,9400.0
Logan,12,24,2013,Natural,Facets,24.0,3000.0,North,9000.0
Uintas,12,24,2013,Snowmobiler,Facets,36.0,2400.0,Northeast,10300.0
Logan,12,24,2013,Natural,Facets,36.0,9600.0,Northeast,9600.0
Salt Lake,12,25,2013,Skier,Facets,18.0,7200.0,Northwest,10000.0
Provo,12,19,2013,Natural,Depth Hoar,20.0,18000.0,East,10600.0
Provo,12,19,2013,Natural,Depth Hoar,20.0,8400.0,Northeast,10400.0
Skyline,12,21,2013,Natural,New Snow,24.0,960.0,Northeast,9800.0
Uintas,12,27,2013,Snowmobiler,Facets,48.0,7200.0,Northeast,10300.0
Uintas,12,27,2013,Snowmobiler,Facets,30.0,960.0,Northeast,10000.0
Uintas,12,25,2013,Snowmobiler,Depth Hoar,36.0,4800.0,Northeast,9900.0
Salt Lake,1,9,2014,Natural,Facets,12.0,600.0,East,9000.0
Provo,1,11,2014,Skier,Facets,18.0,24000.0,East,9100.0
SE Idaho,1,11,2014,Snowmobiler,Depth Hoar,48.0,7200.0,East,9200.0
Logan,1,11,2014,Natural,Facets,48.0,8400.0,East,9500.0
Salt Lake,1,12,2014,Skier,Depth Hoar,42.0,3600.0,Northeast,8900.0
Logan,1,12,2014,Natural,Facets,12.0,720.0,West,6800.0
Uintas,1,12,2014,Skier,Facets,36.0,9600.0,East,9400.0
Moab,1,12,2014,Skier,Facets,6.0,6000.0,East,10900.0
Moab,1,10,2014,Natural,New Snow,10.0,4800.0,Northeast,11200.0
Logan,1,13,2014,Skier,Facets,48.0,1800.0,East,8700.0
Logan,1,13,2014,Snowmobiler,Depth Hoar,48.0,9600.0,East,9600.0
Logan,1,13,2014,Natural,Facets,36.0,8400.0,East,9300.0
Logan,1,13,2014,Snowmobiler,Facets,36.0,10800.0,East,8900.0
Logan,1,13,2014,Snowmobiler,Facets,36.0,4800.0,East,8800.0
Ogden,1,14,2014,Snowmobiler,Facets,48.0,3600.0,East,10000.0
Uintas,1,13,2014,Natural,Depth Hoar,48.0,12000.0,Northeast,10400.0
Uintas,1,13,2014,Natural,Facets,42.0,9600.0,East,11900.0
Uintas,1,13,2014,Natural,Ground Interface,60.0,15000.0,East,10500.0
Uintas,1,15,2014,Explosive,Facets,120.0,15000.0,East,10300.0
Skyline,1,12,2014,Natural,Facets,24.0,7200.0,East,10800.0
Skyline,1,13,2014,Snowmobiler,Facets,48.0,2400.0,Northeast,10400.0
Logan,1,13,2014,Unknown,Facets,36.0,8400.0,East,9200.0
Logan,1,13,2014,Natural,Facets,36.0,2100.0,East,8300.0
Uintas,1,13,2014,Natural,Depth Hoar,54.0,9600.0,East,10400.0
Skyline,1,12,2014,Natural,Facets,24.0,4800.0,North,10100.0
Skyline,1,12,2014,Natural,Facets,48.0,3000.0,East,9800.0
Salt Lake,1,18,2014,Snowmobiler,Facets,36.0,1200.0,Southeast,9600.0
SE Idaho,1,17,2014,Snowmobiler,Facets,48.0,12000.0,East,9000.0
SE Idaho,1,13,2014,Natural,Facets,30.0,6000.0,East,8700.0
Uintas,1,14,2014,Natural,Ground Interface,30.0,7200.0,East,10000.0
Salt Lake,1,20,2014,Natural,Facets,42.0,9600.0,Northeast,9800.0
Uintas,1,18,2014,Snowmobiler,Ground Interface,48.0,2400.0,Northeast,10200.0
Uintas,1,15,2014,Natural,Depth Hoar,48.0,9600.0,Northeast,10600.0
Uintas,1,18,2014,Snowmobiler,Ground Interface,30.0,960.0,Northeast,9600.0
Uintas,1,17,2014,Natural,Facets,30.0,44843.8092630834,East,1348.2153664814
Uintas,1,20,2014,Snowmobiler,Depth Hoar,144.0,9600.0,East,10500.0
Uintas,1,20,2014,Snowmobiler,Depth Hoar,48.0,7200.0,East,10800.0
Uintas,1,20,2014,Snowmobiler,Depth Hoar,24.0,2100.0,Northeast,10000.0
Skyline,1,22,2014,Natural,Facets,60.0,1800.0,Northeast,9600.0
Uintas,1,20,2014,Snowmobiler,Depth Hoar,96.0,9600.0,East,10900.0
Salt Lake,1,11,2014,Natural,Facets,16.0,10800.0,East,10200.0
Salt Lake,1,12,2014,Unknown,Unknown,24.0,3000.0,Northwest,10100.0
Salt Lake,1,30,2014,Skier,Facets,11.0,8400.0,Northeast,9200.0
Salt Lake,1,30,2014,Skier,Facets,12.0,1200.0,East,9300.0
Logan,1,30,2014,Natural,Ground Interface,12.0,8400.0,Northwest,7000.0
Salt Lake,1,31,2014,Skier,Density Change,10.0,4200.0,South,9700.0
Salt Lake,1,31,2014,Skier,New Snow/Old Snow Interface,8.0,3600.0,East,9000.0
Uintas,1,30,2014,Natural,New Snow/Old Snow Interface,12.0,1500.0,Northeast,9600.0
Provo,2,1,2014,Natural,New Snow,10.0,4800.0,Northeast,10000.0
Salt Lake,2,6,2014,Skier,Unknown,10.0,1800.0,Northeast,10700.0
Salt Lake,2,5,2014,Skier,Unknown,6.0,2400.0,Northeast,10300.0
Salt Lake,2,8,2014,Skier,New Snow/Old Snow Interface,24.0,7200.0,East,9500.0
Provo,2,8,2014,Snowshoer,New Snow/Old Snow Interface,18.0,1500.0,Northeast,6400.0
Salt Lake,2,8,2014,Skier,New Snow/Old Snow Interface,14.0,1200.0,Northeast,8100.0
Skyline,2,8,2014,Natural,Facets,36.0,9600.0,North,9400.0
Salt Lake,2,8,2014,Natural,New Snow/Old Snow Interface,8.0,1200.0,West,7800.0
Moab,2,4,2014,Natural,Surface Hoar,24.0,1200.0,Northeast,10500.0
Salt Lake,2,8,2014,Skier,New Snow/Old Snow Interface,24.0,9600.0,North,8500.0
Skyline,2,9,2014,Snowmobiler,Facets,48.0,2100.0,Northeast,9600.0
Salt Lake,2,9,2014,Skier,Facets,24.0,1800.0,East,9000.0
Skyline,2,10,2014,Natural,New Snow/Old Snow Interface,36.0,1200.0,North,8700.0
Salt Lake,2,10,2014,Snowboarder,Density Change,6.0,480.0,Southwest,10200.0
Salt Lake,2,10,2014,Skier,Depth Hoar,72.0,12000.0,Northeast,9900.0
Salt Lake,2,10,2014,Skier,Density Change,12.0,600.0,Southwest,10000.0
Salt Lake,2,9,2014,Natural,Graupel,16.0,3600.0,Northeast,9600.0
Salt Lake,2,11,2014,Snowboarder,Depth Hoar,48.0,960.0,Northeast,9600.0
Logan,2,11,2014,Snowmobiler,Depth Hoar,36.0,3000.0,North,8600.0
Uintas,2,11,2014,Natural,Ground Interface,30.0,3000.0,East,8400.0
Uintas,2,11,2014,Snowmobiler,Depth Hoar,54.0,7200.0,Northeast,10500.0
Salt Lake,2,11,2014,Skier,Depth Hoar,48.0,12000.0,Northeast,9500.0
Ogden,2,9,2014,Unknown,Depth Hoar,48.0,960.0,North,7800.0
Salt Lake,2,11,2014,Snowmobiler,Facets,48.0,4800.0,Northeast,9800.0
Uintas,2,10,2014,Natural,New Snow/Old Snow Interface,36.0,8400.0,North,9300.0
Salt Lake,2,12,2014,Skier,Facets,36.0,600.0,East,9600.0
Uintas,2,10,2014,Natural,Depth Hoar,36.0,5400.0,Southwest,10600.0
Uintas,2,11,2014,Natural,Ground Interface,48.0,4200.0,Northeast,10400.0
Uintas,2,10,2014,Natural,Depth Hoar,48.0,4200.0,Northeast,10000.0
Provo,2,13,2014,Snowmobiler,Facets,12.0,600.0,Northeast,8400.0
Uintas,2,13,2014,Natural,Ground Interface,120.0,8400.0,Northeast,10400.0
