Date,Region,Trigger,Weak Layer,Depth_inches,Vertical_inches,Aspect,Elevation_feet,__annotations
2015-11-30,Skyline,Unknown,Facets,1,240.0,Northeast,9700.0,No Annotation
2015-12-06,Salt Lake,Snowshoer,Density Change,10,120.0,Northwest,9500.0,No Annotation
2015-12-06,Salt Lake,Skier,New Snow/Old Snow Interface,8,3000.0,Northeast,10000.0,No Annotation
2015-12-12,Moab,Skier,Facets,12,2400.0,Northwest,10000.0,No Annotation
2015-12-16,Uintas,Skier,Facets,16,1200.0,Northeast,10200.0,No Annotation
2015-12-15,Moab,Natural,New Snow/Old Snow Interface,24,5400.0,East,11200.0,No Annotation
2015-12-17,Uintas,Skier,New Snow/Old Snow Interface,18,1200.0,Northeast,9900.0,No Annotation
2015-12-17,Salt Lake,Skier,Facets,36,8400.0,Northeast,9700.0,No Annotation
2015-12-17,Salt Lake,Skier,Facets,48,9600.0,Northeast,9900.0,No Annotation
2015-12-17,Salt Lake,Skier,Facets,24,8400.0,Northeast,9300.0,No Annotation
2015-12-19,Skyline,Snowmobiler,Facets,48,3000.0,East,10200.0,No Annotation
2015-12-19,Logan,Snowboarder,Facets,18,3000.0,North,8400.0,No Annotation
2015-12-21,Salt Lake,Natural,New Snow/Old Snow Interface,12,2400.0,North,10000.0,No Annotation
2015-12-21,Salt Lake,Snowboarder,Density Change,24,240.0,North,10200.0,No Annotation
2015-12-22,Salt Lake,Skier,Facets,24,1800.0,North,9000.0,No Annotation
2015-12-22,Salt Lake,Natural,Facets,30,4800.0,North,10200.0,No Annotation
2015-12-22,Salt Lake,Skier,Facets,42,1200.0,East,9300.0,No Annotation
2015-12-22,Uintas,Natural,New Snow/Old Snow Interface,2,1800.0,Unknown,9000.0,No Annotation
2015-12-23,Uintas,Skier,New Snow/Old Snow Interface,16,1500.0,Northeast,10100.0,No Annotation
2015-12-23,Provo,Natural,Unknown,72,4800.0,Southwest,9800.0,No Annotation
2015-12-23,Salt Lake,Natural,Depth Hoar,84,2400.0,North,9400.0,No Annotation
2015-12-24,Uintas,Snowmobiler,Facets,54,2400.0,Northeast,9600.0,No Annotation
2015-12-23,Moab,Natural,Facets,36,12000.0,Unknown,11400.0,No Annotation
2015-12-23,Salt Lake,Natural,Unknown,48,12000.0,Northwest,9800.0,No Annotation
2015-12-23,Salt Lake,Natural,Unknown,36,30000.0,Northeast,10000.0,No Annotation
2015-12-26,Uintas,Snowmobiler,Unknown,24,3600.0,West,9600.0,No Annotation
2015-12-26,Uintas,Snowmobiler,Facets,84,6000.0,East,10000.0,No Annotation
2015-12-24,Logan,Unknown,Facets,48,8400.0,East,9500.0,No Annotation
2015-12-26,Moab,Natural,Ground Interface,72,12000.0,East,11800.0,No Annotation
2015-12-26,Moab,Natural,New Snow/Old Snow Interface,36,10800.0,Unknown,11600.0,No Annotation
2015-12-26,Moab,Natural,Facets,36,10800.0,North,11200.0,No Annotation
2015-12-26,Moab,Natural,New Snow/Old Snow Interface,30,4200.0,Southeast,11300.0,No Annotation
2015-12-26,Moab,Natural,New Snow/Old Snow Interface,30,4200.0,Southwest,11800.0,No Annotation
2015-12-23,Logan,Natural,Facets,36,8400.0,North,8800.0,No Annotation
2015-12-23,Salt Lake,Unknown,Facets,30,4800.0,North,9900.0,No Annotation
2015-12-26,Moab,Natural,Facets,30,4800.0,North,10900.0,No Annotation
2015-12-24,Logan,Natural,Facets,36,18000.0,Northwest,8700.0,No Annotation
2016-01-01,Provo,Skier,Facets,18,2400.0,North,10300.0,No Annotation
2016-01-01,Salt Lake,Skier,Surface Hoar,5,2400.0,Northwest,9000.0,No Annotation
2016-01-01,Logan,Natural,Unknown,12,3600.0,Southwest,8200.0,No Annotation
2016-01-07,Salt Lake,Skier,Facets,30,3600.0,Northeast,9300.0,No Annotation
2016-01-07,Salt Lake,Skier,Facets,12,2400.0,Northeast,9800.0,No Annotation
2016-01-08,Salt Lake,Natural,Facets,20,1800.0,North,9800.0,No Annotation
2016-01-09,Salt Lake,Snowboarder,New Snow,12,2400.0,North,10000.0,No Annotation
2016-01-09,Salt Lake,Skier,Facets,12,3600.0,West,9500.0,No Annotation
2016-01-10,Salt Lake,Skier,Unknown,10,7200.0,East,10000.0,No Annotation
2016-01-11,Salt Lake,Skier,Facets,14,960.0,South,10500.0,No Annotation
2016-01-13,Salt Lake,Natural,New Snow,10,1800.0,East,10000.0,No Annotation
2016-01-15,Salt Lake,Skier,Depth Hoar,18,1800.0,North,10200.0,No Annotation
2016-01-16,Salt Lake,Skier,Ground Interface,20,3000.0,North,8500.0,No Annotation
2016-01-16,Ogden,Skier,New Snow,12,360.0,Northeast,8200.0,No Annotation
2016-01-17,Logan,Skier,New Snow/Old Snow Interface,15,600.0,Northeast,6900.0,No Annotation
2016-01-16,Logan,Snowboarder,New Snow,24,4200.0,Southeast,8800.0,No Annotation
2016-01-16,Salt Lake,Unknown,Facets,24,4200.0,North,8700.0,No Annotation
2016-01-19,Provo,Skier,Facets,18,6000.0,East,9700.0,No Annotation
2016-01-19,Salt Lake,Skier,Facets,24,5400.0,Northeast,9900.0,No Annotation
2016-01-19,Logan,Snowmobiler,Facets,48,7200.0,East,9700.0,No Annotation
2016-01-19,Logan,Snowmobiler,Facets,24,7200.0,South,9000.0,No Annotation
2016-01-20,Salt Lake,Skier,New Snow,8,600.0,Unknown,9400.0,No Annotation
2016-01-19,Logan,Snowmobiler,Facets,30,3000.0,South,8500.0,No Annotation
2016-01-20,Salt Lake,Skier,Density Change,13,8400.0,East,9200.0,No Annotation
2016-01-20,Salt Lake,Skier,Facets,8,2400.0,East,8700.0,No Annotation
2016-01-20,Salt Lake,Skier,Unknown,16,360.0,North,8500.0,No Annotation
2016-01-20,Skyline,Natural,Facets,30,8400.0,Northeast,8500.0,No Annotation
2016-01-20,Salt Lake,Natural,Facets,36,9600.0,Northeast,10000.0,No Annotation
2016-01-21,Provo,Snowmobiler,Facets,21,3000.0,East,10100.0,No Annotation
2016-01-21,Southwest,Unknown,Unknown,48,480.0,Northeast,9800.0,No Annotation
2016-01-21,Salt Lake,Skier,Facets,18,15000.0,South,10000.0,No Annotation
2016-01-21,Logan,Snowmobiler,Facets,48,2400.0,East,9500.0,No Annotation
2016-01-19,Logan,Skier,Facets,36,3600.0,Southeast,8500.0,No Annotation
2016-01-23,Logan,Snowmobiler,Facets,30,5400.0,Southeast,9300.0,No Annotation
2016-01-24,Salt Lake,Skier,Unknown,10,3000.0,Southeast,10500.0,No Annotation
2016-01-24,Salt Lake,Natural,Facets,36,18000.0,Southwest,9700.0,No Annotation
2016-01-24,Salt Lake,Natural,Facets,24,21000.0,Southeast,9500.0,No Annotation
2016-01-25,Salt Lake,Natural,New Snow/Old Snow Interface,30,4800.0,North,9800.0,No Annotation
2016-01-25,Logan,Natural,New Snow/Old Snow Interface,14,6000.0,East,9500.0,No Annotation
2016-01-26,Salt Lake,Skier,Unknown,17,4800.0,North,10100.0,No Annotation
2016-01-26,Salt Lake,Skier,Depth Hoar,30,4200.0,North,9900.0,No Annotation
2016-01-26,Skyline,Snowmobiler,Facets,48,1200.0,East,10200.0,No Annotation
2016-01-24,Skyline,Natural,Facets,36,8400.0,Northeast,10300.0,No Annotation
2016-01-27,Logan,Skier,New Snow/Old Snow Interface,11,4800.0,East,8000.0,No Annotation
2016-01-27,Uintas,Snowmobiler,Unknown,120,4800.0,Southwest,9500.0,No Annotation
2016-01-30,Logan,Snowshoer,New Snow/Old Snow Interface,14,600.0,Northwest,5600.0,No Annotation
2016-01-30,Moab,Skier,Unknown,9,960.0,Northeast,10000.0,No Annotation
2016-02-01,Logan,Natural,Depth Hoar,48,9600.0,North,8900.0,No Annotation
2016-01-31,Salt Lake,Skier,Facets,36,3600.0,Northwest,9100.0,No Annotation
2016-02-02,Provo,Natural,New Snow/Old Snow Interface,18,5400.0,East,10200.0,No Annotation
2016-02-03,Skyline,Skier,Facets,20,7200.0,Northeast,9000.0,No Annotation
2016-02-05,Salt Lake,Skier,Density Change,5,240.0,North,9800.0,No Annotation
2016-02-13,Skyline,Snowmobiler,Facets,24,4800.0,Northeast,9900.0,No Annotation
2016-02-13,Moab,Snowboarder,Density Change,11,840.0,North,10900.0,No Annotation
2016-02-15,Salt Lake,Skier,New Snow/Old Snow Interface,6,8400.0,Northeast,9400.0,No Annotation
2016-02-15,Logan,Natural,Wet grains,18,4800.0,West,6200.0,No Annotation
2016-02-15,Logan,Natural,Unknown,12,6000.0,North,6200.0,No Annotation
2016-02-17,Salt Lake,Natural,Ground Interface,36,12000.0,Northeast,9800.0,No Annotation
2016-02-16,Logan,Natural,Ground Interface,24,9600.0,North,6600.0,No Annotation
2016-02-18,Salt Lake,Natural,Ground Interface,30,6000.0,East,9000.0,No Annotation
2016-02-18,Skyline,Natural,New Snow,5,240.0,Northeast,9800.0,No Annotation
2016-02-19,Skyline,Snowmobiler,Facets,30,6000.0,Northeast,10500.0,No Annotation
2016-02-13,Skyline,Snowmobiler,Facets,20,6000.0,East,10400.0,No Annotation
2016-02-20,Salt Lake,Natural,Ground Interface,48,600.0,Northeast,8300.0,No Annotation
2016-02-19,Salt Lake,Natural,Unknown,6,3000.0,Northeast,6700.0,No Annotation
2016-02-21,Uintas,Snowmobiler,Depth Hoar,42,1800.0,Northwest,10000.0,No Annotation
2016-02-22,Salt Lake,Natural,Ground Interface,60,15000.0,Unknown,10400.0,No Annotation
2016-03-09,Salt Lake,Skier,New Snow/Old Snow Interface,4,4800.0,East,10400.0,No Annotation
2016-03-09,Moab,Skier,Facets,12,2400.0,Northeast,11000.0,No Annotation
2016-03-12,Logan,Natural,New Snow/Old Snow Interface,12,6000.0,East,9400.0,No Annotation
2016-03-15,Salt Lake,Skier,New Snow,8,120.0,Northeast,9900.0,No Annotation
2016-03-15,Salt Lake,Snowboarder,New Snow/Old Snow Interface,4,120.0,Northeast,9500.0,No Annotation
2016-03-15,Salt Lake,Skier,New Snow/Old Snow Interface,18,1800.0,North,9500.0,No Annotation
2016-03-17,Logan,Snowmobiler,New Snow/Old Snow Interface,36,960.0,Northeast,8100.0,No Annotation
2016-03-18,Logan,Snowmobiler,New Snow/Old Snow Interface,36,2400.0,Northeast,8300.0,No Annotation
2016-03-17,Logan,Snowmobiler,New Snow/Old Snow Interface,36,4800.0,North,8400.0,No Annotation
2016-03-18,Logan,Snowmobiler,New Snow/Old Snow Interface,24,7200.0,North,9600.0,No Annotation
2016-03-19,Logan,Natural,New Snow/Old Snow Interface,36,8400.0,North,9500.0,No Annotation
2016-03-19,Salt Lake,Skier,New Snow/Old Snow Interface,4,1200.0,Southwest,9000.0,No Annotation
2016-03-20,Logan,Natural,New Snow/Old Snow Interface,24,10800.0,Southeast,8000.0,No Annotation
2016-03-23,Salt Lake,Skier,New Snow,6,2400.0,North,9500.0,No Annotation
2016-03-23,Logan,Natural,New Snow/Old Snow Interface,20,5400.0,East,9000.0,No Annotation
2016-03-23,Salt Lake,Skier,Unknown,6,1800.0,Southwest,10300.0,No Annotation
2016-03-26,Salt Lake,Natural,Ground Interface,42,12000.0,Northeast,10000.0,No Annotation
2016-03-24,Moab,Skier,Facets,12,3000.0,Northeast,11000.0,No Annotation
2016-03-28,Salt Lake,Skier,New Snow,7,7200.0,North,10300.0,No Annotation
2016-03-28,Salt Lake,Natural,Density Change,8,5400.0,Northwest,10100.0,No Annotation
2016-03-29,Salt Lake,Natural,Density Change,20,6000.0,Northeast,10000.0,No Annotation
2016-03-29,Salt Lake,Skier,Density Change,24,7200.0,East,10700.0,No Annotation
2016-03-29,Salt Lake,Skier,New Snow,12,15000.0,Northwest,10300.0,No Annotation
2016-03-29,Salt Lake,Skier,New Snow/Old Snow Interface,8,480.0,West,9400.0,No Annotation
2016-03-29,Salt Lake,Skier,New Snow/Old Snow Interface,12,2400.0,West,9500.0,No Annotation
2016-03-30,Provo,Skier,Density Change,7,2400.0,East,9100.0,No Annotation
2016-03-29,Moab,Natural,New Snow,30,4800.0,North,11000.0,No Annotation
2016-03-29,Logan,Natural,Density Change,12,1200.0,North,8600.0,No Annotation
2016-04-09,Provo,Skier,New Snow/Old Snow Interface,5,4800.0,Southeast,8700.0,No Annotation
2016-04-12,Logan,Natural,Wet grains,36,21000.0,East,8500.0,No Annotation
2016-04-24,Salt Lake,Skier,New Snow/Old Snow Interface,6,7200.0,East,10600.0,No Annotation
2016-04-24,Salt Lake,Skier,New Snow/Old Snow Interface,9,1500.0,North,8000.0,No Annotation
2016-04-23,Uintas,Natural,New Snow/Old Snow Interface,12,7200.0,East,11400.0,No Annotation
2016-04-24,Salt Lake,Skier,New Snow/Old Snow Interface,10,4800.0,Northeast,8500.0,No Annotation
2016-04-25,Uintas,Snowmobiler,New Snow/Old Snow Interface,6,1800.0,Northeast,10000.0,No Annotation
2016-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,12,12000.0,Northeast,10500.0,No Annotation
2016-04-27,Salt Lake,Skier,New Snow,4,3600.0,North,10400.0,No Annotation
2016-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,12,3600.0,West,9800.0,No Annotation
2016-04-28,Salt Lake,Skier,New Snow/Old Snow Interface,5,4800.0,Northeast,10300.0,No Annotation
2016-05-03,Salt Lake,Skier,New Snow/Old Snow Interface,8,960.0,East,10300.0,No Annotation
2016-06-06,Uintas,Unknown,Unknown,96,7200.0,Northeast,11800.0,No Annotation
2016-11-22,Salt Lake,Skier,New Snow/Old Snow Interface,8,15000.0,North,11000.0,No Annotation
2016-11-28,Logan,Natural,New Snow/Old Snow Interface,24,4800.0,North,8700.0,No Annotation
2016-11-30,Salt Lake,Skier,Depth Hoar,24,3000.0,North,9900.0,No Annotation
2016-12-04,Moab,Natural,New Snow/Old Snow Interface,12,3000.0,Northwest,11500.0,No Annotation
2016-12-08,Salt Lake,Skier,New Snow,4,6000.0,East,10000.0,No Annotation
2016-12-09,Uintas,Skier,New Snow/Old Snow Interface,6,1800.0,Northeast,10100.0,No Annotation
2016-12-10,Salt Lake,Snowboarder,Depth Hoar,24,3600.0,Northeast,9700.0,No Annotation
2016-12-10,Uintas,Skier,New Snow/Old Snow Interface,6,2400.0,Northwest,10100.0,No Annotation
2016-12-10,Salt Lake,Skier,Density Change,10,3600.0,East,9500.0,No Annotation
2016-12-10,Uintas,Natural,New Snow,16,8400.0,Northeast,10100.0,No Annotation
2016-12-11,Uintas,Skier,Facets,30,2100.0,North,9800.0,No Annotation
2016-12-10,Uintas,Natural,New Snow,12,4800.0,East,10000.0,No Annotation
2016-12-11,Provo,Natural,Facets,20,4200.0,East,9500.0,No Annotation
2016-12-12,Skyline,Natural,New Snow/Old Snow Interface,18,1800.0,East,10000.0,No Annotation
2016-12-10,Logan,Natural,Depth Hoar,48,7200.0,North,9200.0,No Annotation
2016-12-13,Salt Lake,Snowboarder,Unknown,8,2400.0,Northeast,9400.0,No Annotation
2016-12-13,Salt Lake,Skier,Facets,14,4800.0,North,10000.0,No Annotation
2016-12-14,Salt Lake,Natural,New Snow,6,1800.0,North,9800.0,No Annotation
2016-12-14,Salt Lake,Skier,New Snow,6,1800.0,Northeast,9900.0,No Annotation
2016-12-15,Salt Lake,Skier,Graupel,20,1200.0,Southeast,9400.0,No Annotation
2016-12-16,Logan,Unknown,New Snow/Old Snow Interface,18,3000.0,Southeast,8000.0,No Annotation
2016-12-16,Moab,Natural,Facets,42,8400.0,Northeast,11400.0,No Annotation
2016-12-16,Moab,Natural,Facets,36,7200.0,Northeast,10400.0,No Annotation
2016-12-17,Salt Lake,Natural,Density Change,24,6000.0,Northwest,10000.0,No Annotation
2016-12-24,Salt Lake,Snowboarder,New Snow/Old Snow Interface,24,2400.0,East,10200.0,No Annotation
2016-12-24,Salt Lake,Skier,New Snow/Old Snow Interface,5,240.0,Northeast,9700.0,No Annotation
2016-12-27,Ogden,Snowboarder,Density Change,12,600.0,Northeast,7300.0,No Annotation
2016-12-27,Ogden,Skier,Density Change,18,840.0,Northeast,7100.0,No Annotation
2016-12-27,Ogden,Skier,Unknown,18,1800.0,Northeast,6800.0,No Annotation
2016-12-27,Salt Lake,Skier,Density Change,16,3000.0,East,9700.0,No Annotation
2016-12-25,Abajos,Natural,New Snow/Old Snow Interface,18,600.0,East,9700.0,No Annotation
2017-01-02,Moab,Skier,Density Change,8,2100.0,North,11200.0,No Annotation
2017-01-05,Uintas,Skier,New Snow/Old Snow Interface,18,4800.0,Northeast,10000.0,No Annotation
2017-01-04,Logan,Natural,Unknown,20,6000.0,East,6500.0,No Annotation
2017-01-06,Skyline,Skier,Surface Hoar,24,7200.0,Northeast,9600.0,No Annotation
2017-01-08,Salt Lake,Natural,New Snow/Old Snow Interface,8,3000.0,North,9800.0,No Annotation
2017-01-08,Salt Lake,Skier,New Snow/Old Snow Interface,8,2100.0,Southeast,9700.0,No Annotation
2017-01-09,Logan,Natural,Unknown,48,30000.0,East,8800.0,No Annotation
2017-01-10,Salt Lake,Skier,Density Change,15,3600.0,Northeast,9200.0,No Annotation
2017-01-10,Uintas,Natural,Unknown,72,9600.0,Northeast,9800.0,No Annotation
2017-01-11,Logan,Unknown,Facets,48,3000.0,Northwest,7200.0,No Annotation
2017-01-12,Logan,Natural,Facets,60,30000.0,Southeast,8300.0,No Annotation
2017-01-14,Salt Lake,Unknown,Graupel,16,5400.0,East,9500.0,No Annotation
2017-01-15,Salt Lake,Skier,Density Change,6,3000.0,North,10600.0,No Annotation
2017-01-15,Salt Lake,Skier,Density Change,14,1800.0,North,10600.0,No Annotation
2017-01-11,Logan,Natural,Unknown,36,9600.0,East,9200.0,No Annotation
2017-01-16,Moab,Skier,Facets,36,7200.0,North,11000.0,No Annotation
2017-01-21,Salt Lake,Natural,New Snow,5,2100.0,North,8100.0,No Annotation
2017-01-21,Ogden,Skier,New Snow/Old Snow Interface,9,2400.0,Northeast,8600.0,No Annotation
2017-01-11,Logan,Natural,Facets,48,30000.0,East,8500.0,No Annotation
2017-01-21,Salt Lake,Skier,New Snow/Old Snow Interface,14,4800.0,East,10000.0,No Annotation
2017-01-21,Southwest,Natural,Density Change,8,600.0,Southeast,8500.0,No Annotation
2017-01-21,Moab,Skier,Graupel,19,12000.0,North,10400.0,No Annotation
2017-01-21,Salt Lake,Snowboarder,Facets,10,840.0,Northwest,8000.0,No Annotation
2017-01-22,Salt Lake,Skier,New Snow/Old Snow Interface,24,2400.0,Northeast,10400.0,No Annotation
2017-01-22,Ogden,Unknown,New Snow/Old Snow Interface,6,600.0,North,6200.0,No Annotation
2017-01-23,Salt Lake,Natural,New Snow/Old Snow Interface,24,7200.0,East,9600.0,No Annotation
2017-01-24,Salt Lake,Skier,New Snow/Old Snow Interface,36,2400.0,North,9600.0,No Annotation
2017-01-24,Salt Lake,Skier,New Snow/Old Snow Interface,24,7200.0,Southwest,8600.0,No Annotation
2017-01-23,Ogden,Natural,Facets,48,960.0,North,6400.0,No Annotation
2017-01-23,Ogden,Unknown,Unknown,36,3600.0,Northeast,6700.0,No Annotation
2017-01-23,Ogden,Unknown,Unknown,42,5400.0,North,6800.0,No Annotation
2017-01-25,Logan,Natural,Surface Hoar,24,4800.0,Northeast,5600.0,No Annotation
2017-01-22,Moab,Natural,New Snow/Old Snow Interface,36,12000.0,East,11300.0,No Annotation
2017-01-22,Moab,Natural,Facets,30,15000.0,Northeast,11100.0,No Annotation
2017-01-22,Moab,Natural,Facets,30,9600.0,Northeast,11100.0,No Annotation
2017-01-24,Skyline,Snowmobiler,Unknown,20,360.0,North,9000.0,No Annotation
2017-01-25,Uintas,Skier,Facets,36,360.0,East,10500.0,No Annotation
2017-01-25,Salt Lake,Skier,Surface Hoar,20,2400.0,Northwest,7900.0,No Annotation
2017-01-26,Uintas,Snowmobiler,Surface Hoar,24,1200.0,North,9500.0,No Annotation
2017-01-26,Logan,Unknown,Surface Hoar,24,1200.0,Northwest,6600.0,No Annotation
2017-01-23,Salt Lake,Unknown,Unknown,24,6000.0,East,10100.0,No Annotation
2017-01-27,Salt Lake,Unknown,New Snow,18,15000.0,Southeast,10300.0,No Annotation
2017-01-27,Salt Lake,Skier,Surface Hoar,18,1080.0,Northeast,7600.0,No Annotation
2017-01-27,Salt Lake,Skier,Facets,30,6000.0,Southeast,9100.0,No Annotation
2017-01-27,Salt Lake,Skier,Facets,24,3000.0,East,9400.0,No Annotation
2017-01-27,Salt Lake,Skier,New Snow,12,2400.0,East,10700.0,No Annotation
2017-01-27,Skyline,Natural,New Snow/Old Snow Interface,16,2400.0,Southeast,10200.0,No Annotation
2017-01-29,Salt Lake,Skier,Surface Hoar,24,3600.0,Northeast,7600.0,No Annotation
2017-01-29,Salt Lake,Skier,Facets,18,2400.0,Northwest,7000.0,No Annotation
2017-01-24,Salt Lake,Unknown,Unknown,36,7200.0,Northeast,10300.0,No Annotation
2017-02-03,Salt Lake,Natural,Unknown,36,15000.0,North,9600.0,No Annotation
2017-02-03,Uintas,Skier,Unknown,16,720.0,East,9400.0,No Annotation
2017-02-05,Logan,Natural,Wet grains,12,8400.0,West,6500.0,No Annotation
2017-02-07,Logan,Natural,Unknown,12,3600.0,West,6000.0,No Annotation
2017-01-22,Moab,Natural,Facets,36,15000.0,Northeast,11500.0,No Annotation
2017-02-11,Logan,Natural,Unknown,30,30000.0,Northeast,8900.0,No Annotation
2017-02-11,Salt Lake,Skier,New Snow/Old Snow Interface,10,4800.0,Northeast,10100.0,No Annotation
2017-02-12,Salt Lake,Skier,New Snow,8,5400.0,East,10500.0,No Annotation
2017-02-11,Salt Lake,Skier,New Snow/Old Snow Interface,9,2400.0,North,9800.0,No Annotation
2017-02-11,Salt Lake,Natural,Graupel,36,12000.0,Northeast,10500.0,No Annotation
2017-02-11,Salt Lake,Unknown,New Snow,2,3000.0,East,10200.0,No Annotation
2017-02-11,Salt Lake,Skier,New Snow/Old Snow Interface,20,5400.0,Northeast,10500.0,No Annotation
2017-02-13,Moab,Skier,New Snow/Old Snow Interface,12,6000.0,North,11600.0,No Annotation
2017-02-11,Salt Lake,Natural,Graupel,30,3600.0,Northeast,10300.0,No Annotation
2017-02-13,Salt Lake,Skier,New Snow/Old Snow Interface,8,6000.0,Northwest,9300.0,No Annotation
2017-02-16,Salt Lake,Skier,New Snow/Old Snow Interface,3,480.0,North,10000.0,No Annotation
2017-02-16,Salt Lake,Skier,Unknown,11,1200.0,North,9500.0,No Annotation
2017-02-16,Salt Lake,Skier,Facets,10,840.0,North,9600.0,No Annotation
2017-02-18,Salt Lake,Skier,New Snow/Old Snow Interface,4,1200.0,Northeast,9400.0,No Annotation
2017-02-18,Logan,Skier,New Snow/Old Snow Interface,8,2400.0,Unknown,7600.0,No Annotation
2017-02-19,Salt Lake,Skier,New Snow,4,1800.0,Northeast,9600.0,No Annotation
2017-02-19,Salt Lake,Snowboarder,Unknown,8,1200.0,Northeast,10000.0,No Annotation
2017-02-19,Salt Lake,Snowboarder,New Snow/Old Snow Interface,10,2400.0,North,10200.0,No Annotation
2017-02-19,Salt Lake,Snowboarder,Facets,10,2400.0,Northeast,9400.0,No Annotation
2017-02-19,Salt Lake,Skier,New Snow/Old Snow Interface,10,3000.0,East,10400.0,No Annotation
2017-02-19,Salt Lake,Skier,New Snow/Old Snow Interface,12,7200.0,North,10500.0,No Annotation
2017-02-20,Salt Lake,Skier,New Snow/Old Snow Interface,4,4800.0,East,8400.0,No Annotation
2017-02-20,Logan,Skier,Facets,14,840.0,Northeast,8300.0,No Annotation
2017-02-20,Uintas,Natural,New Snow/Old Snow Interface,12,2400.0,Northeast,9800.0,No Annotation
2017-02-22,Salt Lake,Snowboarder,Facets,36,3000.0,North,9300.0,No Annotation
2017-02-24,Salt Lake,Natural,New Snow/Old Snow Interface,36,6000.0,East,10200.0,No Annotation
2017-02-26,Uintas,Natural,Unknown,12,960.0,East,9900.0,No Annotation
2017-02-25,Provo,Skier,New Snow/Old Snow Interface,10,3600.0,East,9200.0,No Annotation
2017-02-28,Logan,Natural,New Snow/Old Snow Interface,24,8400.0,Southeast,9300.0,No Annotation
2017-03-07,Skyline,Skier,New Snow/Old Snow Interface,3,360.0,West,8700.0,No Annotation
2017-03-08,Salt Lake,Skier,Density Change,16,4200.0,Northeast,10200.0,No Annotation
2017-03-11,Logan,Unknown,Facets,48,4800.0,East,8800.0,No Annotation
2017-03-14,Salt Lake,Skier,Density Change,4,3600.0,East,9100.0,No Annotation
2017-03-24,Logan,Snowboarder,New Snow/Old Snow Interface,12,2400.0,North,9200.0,No Annotation
2017-03-24,Salt Lake,Skier,New Snow/Old Snow Interface,6,7200.0,Northeast,10600.0,No Annotation
2017-03-25,Salt Lake,Skier,Graupel,7,1200.0,North,9900.0,No Annotation
2017-03-25,Logan,Skier,New Snow,6,1200.0,North,7200.0,No Annotation
2017-03-26,Salt Lake,Snowboarder,New Snow/Old Snow Interface,6,3600.0,Northeast,10000.0,No Annotation
2017-03-28,Salt Lake,Skier,New Snow/Old Snow Interface,12,840.0,Northeast,10300.0,No Annotation
2017-03-28,Salt Lake,Skier,New Snow/Old Snow Interface,8,3600.0,East,10500.0,No Annotation
2017-03-31,Provo,Skier,New Snow,14,4800.0,Northeast,10000.0,No Annotation
2017-04-08,Logan,Snowboarder,New Snow,10,4800.0,North,9700.0,No Annotation
2017-04-10,Salt Lake,Natural,Graupel,7,3000.0,Southeast,9500.0,No Annotation
2017-04-11,Salt Lake,Hiker,New Snow/Old Snow Interface,10,2400.0,Northeast,10100.0,No Annotation
2017-04-15,Salt Lake,Skier,Unknown,18,3000.0,East,8800.0,No Annotation
2017-04-21,Salt Lake,Skier,New Snow/Old Snow Interface,3,840.0,Northeast,10000.0,No Annotation
2017-04-25,Salt Lake,Skier,New Snow/Old Snow Interface,16,7200.0,East,10300.0,No Annotation
2017-04-25,Salt Lake,Skier,New Snow/Old Snow Interface,10,2100.0,Northeast,9000.0,No Annotation
2017-04-25,Salt Lake,Skier,New Snow,12,4800.0,Northwest,10200.0,No Annotation
2017-04-26,Logan,Skier,New Snow,10,1200.0,North,7900.0,No Annotation
2017-04-27,Salt Lake,Skier,New Snow,8,840.0,Southeast,9300.0,No Annotation
2017-04-27,Salt Lake,Skier,Density Change,8,3600.0,Southeast,10200.0,No Annotation
2017-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,10,3600.0,Northwest,9700.0,No Annotation
2017-04-29,Salt Lake,Skier,Graupel,12,2400.0,East,9600.0,No Annotation
2017-04-29,Salt Lake,Skier,New Snow/Old Snow Interface,6,2400.0,East,8600.0,No Annotation
2017-06-02,Uintas,Skier,Wet grains,3,15000.0,East,11500.0,No Annotation
2017-11-18,Salt Lake,Unknown,Facets,24,960.0,North,10100.0,No Annotation
2017-11-17,Uintas,Natural,Facets,42,6000.0,Northeast,11000.0,No Annotation
2017-12-23,Salt Lake,Skier,New Snow,12,2400.0,East,10400.0,No Annotation
2017-12-23,Salt Lake,Snowboarder,New Snow/Old Snow Interface,18,3600.0,Northeast,9800.0,No Annotation
2017-12-25,Skyline,Natural,Facets,12,1200.0,North,9600.0,No Annotation
2017-12-26,Uintas,Natural,Unknown,12,960.0,Northeast,9800.0,No Annotation
2017-12-26,Uintas,Snowmobiler,Facets,36,3600.0,Northeast,9800.0,No Annotation
2017-12-26,Uintas,Snowmobiler,Facets,24,480.0,Northeast,8000.0,No Annotation
2017-12-26,Salt Lake,Skier,Facets,12,840.0,North,9800.0,No Annotation
2017-12-26,Uintas,Snowmobiler,Facets,48,2400.0,Northeast,10200.0,No Annotation
2017-12-26,Uintas,Natural,Facets,30,3000.0,Northeast,10400.0,No Annotation
2017-12-27,Salt Lake,Skier,Depth Hoar,20,2400.0,Northeast,9300.0,No Annotation
2017-12-27,Uintas,Snowmobiler,Facets,48,7200.0,Northeast,10200.0,No Annotation
