Title,Handheld?,Max Players,Multiplatform?,Online?,Genres,Licensed?,Publishers,Sequel,Review Score,Sales,Used Price,Console,Rating,Re-release?,Year,CT_All,CT_Comp,CT_MainExtra,CT_MainOnly
Every Extend Extra,True,1,True,True,Action,True,Unknown,True,74,0.06,11.95,Sony PSP,E,True,2006,12.0,-100.0,-100.0,12.0
Ultimate Ghosts 'N' Goblins,True,1,True,True,Action,True,Capcom,True,72,0.06,17.95,Sony PSP,E,True,2006,5.5,12.95,6.98,3.5
Xiaolin Showdown,True,1,True,True,Action,True,Konami,True,44,0.06,14.95,Sony PSP,M,True,2006,6.0,16.38,-100.0,6.0
Bionicle Heroes,True,1,True,True,Action,True,Eidos,True,59,0.06,14.95,X360,T,True,2006,12.88,18.33,24.0,9.75
Bullet Witch,True,1,True,True,Action,True,Atari,True,55,0.06,16.95,X360,M,True,2006,7.5,15.0,13.0,6.28
Death Jr. II: Root of Evil,True,2,True,True,Action,True,Konami,True,68,0.05,14.95,Sony PSP,E,True,2006,9.7,-100.0,13.38,6.02
Alex Rider: Stormbreaker,True,1,True,True,Action,True,THQ,True,48,0.05,12.95,Nintendo DS,M,True,2006,6.5,6.5,-100.0,-100.0
Cartoon Network Racing,True,1,True,True,Racing / Driving,True,Unknown,True,55,0.05,14.95,Nintendo DS,E,True,2006,14.87,14.87,-100.0,-100.0
Guilty Gear: Dust Strikers,True,1,True,True,Action,True,Unknown,True,60,0.05,14.95,Nintendo DS,E,True,2006,0.32,-100.0,-100.0,0.32
Gunpey DS,True,1,True,True,Strategy,True,Namco,True,70,0.05,12.95,Nintendo DS,E,True,2006,8.0,8.0,-100.0,-100.0
Lara Croft Tomb Raider: Legend,True,1,True,True,Action,True,Eidos,True,58,0.05,17.95,Nintendo DS,E,True,2006,8.0,16.0,8.45,7.42
Worms: Open Warfare,True,1,True,True,Action,True,THQ,True,64,0.05,17.95,Nintendo DS,E,True,2006,9.12,10.0,-100.0,8.25
Mercury Meltdown,True,1,True,True,Strategy,True,Unknown,True,78,0.05,12.95,Sony PSP,M,True,2006,-100.0,-100.0,-100.0,-100.0
MTX Mototrax,True,1,True,True,Racing / Driving,True,Activision,True,67,0.05,19.95,Sony PSP,M,True,2006,-100.0,-100.0,-100.0,-100.0
Snoopy vs. the Red Baron,True,1,True,True,Action,True,Namco,True,76,0.05,17.95,Sony PSP,E,True,2006,6.0,-100.0,-100.0,6.0
Super Monkey Ball Adventure,True,1,True,True,Action,True,Sega,True,56,0.05,24.95,Sony PSP,E,True,2006,-100.0,-100.0,-100.0,-100.0
Ys VI: The Ark of Napishtim,True,1,True,True,Action,True,Konami,True,64,0.05,16.95,Sony PSP,E,True,2006,13.67,15.5,13.83,13.0
Bomberman Land Touch!,True,1,True,True,Action,True,Unknown,True,78,0.04,24.95,Nintendo DS,E,True,2006,15.0,-100.0,17.13,15.0
Point Blank DS,True,1,True,True,Action,True,"Atari,Namco",True,66,0.04,17.95,Nintendo DS,M,True,2006,0.15,-100.0,-100.0,0.15
Scurge: Hive,True,1,True,True,Action,True,Unknown,True,70,0.04,8.95,Nintendo DS,M,True,2006,9.82,13.35,-100.0,9.58
Star Trek: Tactical Assault,True,1,True,True,Action,True,Ubisoft,True,63,0.04,17.95,Nintendo DS,T,True,2006,-100.0,-100.0,-100.0,-100.0
Tao's Adventure: Curse of the Demon Seal,True,1,True,True,Role-Playing (RPG),True,Konami,True,50,0.04,14.95,Nintendo DS,E,True,2006,45.0,-100.0,-100.0,45.0
Ford Bold Moves Street Racing,True,1,True,True,Racing / Driving,True,Eidos,True,52,0.04,17.95,Sony PSP,T,True,2006,-100.0,-100.0,-100.0,-100.0
Gitaroo Man Lives!,True,1,True,True,Simulation,True,Unknown,True,80,0.04,22.95,Sony PSP,E,True,2006,1.88,-100.0,2.68,1.88
Gradius Collection,True,1,True,True,Action,True,Konami,True,76,0.04,17.95,Sony PSP,T,True,2006,10.12,-100.0,10.25,10.0
The Legend of Heroes II: Prophecy of the Moonli...,True,1,True,True,Role-Playing (RPG),True,Namco,True,63,0.04,17.95,Sony PSP,E,True,2006,22.8,35.0,22.5,20.62
Pac-Man World Rally,True,1,True,True,Action,True,Namco,True,51,0.04,17.95,Sony PSP,T,True,2006,2.75,-100.0,-100.0,2.75
Bomberman: Act Zero,True,1,True,True,Action,True,Konami,True,34,0.04,12.95,X360,E,True,2006,-100.0,-100.0,-100.0,-100.0
Earth Defense Force 2017,True,2,True,True,Action,True,Unknown,True,69,0.03,17.95,X360,T,True,2006,11.0,60.5,22.5,10.0
WarTech: Senko no Ronde,True,2,True,True,Action,True,Ubisoft,True,60,0.03,12.95,X360,T,True,2006,1.17,101.0,-100.0,1.0
MechAssault: Phantom War,True,1,True,True,Action,True,Unknown,True,66,0.03,12.95,Nintendo DS,E,True,2006,7.0,-100.0,-100.0,7.0
Astonishia Story,True,1,True,True,Role-Playing (RPG),True,Ubisoft,True,48,0.03,16.95,Sony PSP,T,True,2006,19.15,16.73,21.28,19.15
B-Boy,True,1,True,True,Action,True,Sony,True,50,0.03,17.95,Sony PSP,E,True,2006,-100.0,-100.0,-100.0,-100.0
BattleZone,True,1,True,True,Action,True,Atari,True,57,0.03,14.95,Sony PSP,E,True,2006,-100.0,-100.0,-100.0,-100.0
Bounty Hounds,True,1,True,True,Action,True,Namco,True,63,0.03,17.95,Sony PSP,T,True,2006,-100.0,-100.0,-100.0,-100.0
Bubble Bobble Evolution,True,1,True,True,Action,True,Unknown,True,47,0.03,12.95,Sony PSP,E,True,2006,-100.0,-100.0,-100.0,-100.0
MotoGP,True,1,True,True,Racing / Driving,True,Sony,True,69,0.03,32.95,Sony PSP,E,True,2006,7.5,-100.0,-100.0,7.5
OutRun 2006: Coast 2 Coast,True,1,True,True,Racing / Driving,True,Sega,True,82,0.03,17.95,Sony PSP,E,True,2006,4.0,-100.0,-100.0,4.0
Warhammer: Battle for Atluma,True,1,True,True,Strategy,True,Namco,True,55,0.03,17.95,Sony PSP,M,True,2006,-100.0,-100.0,-100.0,-100.0
SBK: Snowboard Kids,True,1,True,True,Action,True,Unknown,True,63,0.02,19.95,Nintendo DS,E,True,2006,6.32,6.32,-100.0,-100.0
Tenchu: Dark Secret,True,1,True,True,Action,True,Nintendo,True,37,0.02,14.95,Nintendo DS,E,True,2006,7.1,-100.0,-100.0,7.1
Dungeon Maker: Hunting Ground,True,1,True,True,Action,True,Unknown,True,70,0.02,14.95,Sony PSP,E,True,2006,-100.0,-100.0,-100.0,-100.0
Metal Gear Solid: Digital Graphic Novel,True,1,True,True,Adventure,True,Konami,True,78,0.02,17.95,Sony PSP,T,True,2006,3.03,3.0,-100.0,3.03
Star Trek: Tactical Assault,True,1,True,True,Action,True,Ubisoft,True,64,0.02,17.95,Sony PSP,E,True,2006,-100.0,-100.0,-100.0,-100.0
Micro Machines V4,True,2,True,True,Action,True,Unknown,True,61,0.01,17.95,Sony PSP,E,True,2006,-100.0,-100.0,-100.0,-100.0
Platypus,True,2,True,True,Action,True,Unknown,True,59,0.01,14.95,Sony PSP,T,True,2006,1.25,-100.0,-100.0,1.25
Custom Robo Arena,True,1,True,True,Action,True,Nintendo,True,74,0.01,17.95,Nintendo DS,T,True,2006,20.62,48.0,21.0,19.12
Gurumin: A Monstrous Adventure,True,1,True,True,Action,True,Unknown,True,78,0.01,13.95,Sony PSP,T,True,2006,10.5,19.0,11.38,9.4
Spider-Man 3,True,1,True,True,Action,True,Ubisoft,True,58,0.01,6.95,Sony PSP,M,True,2006,10.32,10.82,11.32,9.67
Wii Fit,True,1,True,True,Educational,True,Nintendo,True,80,9.6,24.95,Nintendo Wii,T,True,2007,4.0,-100.0,13.0,3.93
Halo 3,True,4,True,True,Action,True,Microsoft,True,94,8.03,24.95,X360,E,True,2007,9.08,15.0,11.0,9.0
Call of Duty 4: Modern Warfare,True,4,True,True,Action,True,Activision,True,94,5.77,29.95,X360,E,True,2007,7.0,15.0,9.0,7.0
Super Mario Galaxy,True,2,True,True,Action,True,Nintendo,True,97,4.94,39.95,Nintendo Wii,E,True,2007,20.0,45.0,26.85,15.0
Mario Party DS,True,1,True,True,Action,True,Nintendo,True,72,4.34,27.95,Nintendo DS,T,True,2007,6.87,8.0,4.53,6.87
Mario Party 8,True,4,True,True,Action,True,Nintendo,True,62,3.84,39.95,Nintendo Wii,T,True,2007,5.0,7.0,12.33,4.0
Guitar Hero III: Legends of Rock,True,2,True,True,Action,True,Activision,True,85,3.28,12.95,X360,T,True,2007,8.83,24.0,15.5,8.0
Link's Crossbow Training,True,1,True,True,Action,True,Nintendo,True,68,3.2,14.95,Nintendo Wii,E,True,2007,2.0,4.02,2.5,1.12
Guitar Hero III: Legends of Rock,True,2,True,True,Action,True,Activision,True,86,3.19,49.95,Nintendo Wii,T,True,2007,8.83,24.0,15.5,8.0
Assassin's Creed,True,1,True,True,Action,True,Ubisoft,True,81,3.17,16.95,X360,T,True,2007,17.0,30.0,19.62,15.0
LEGO Star Wars: The Complete Saga,True,2,True,True,Action,True,Unknown,True,80,3.03,17.95,Nintendo Wii,M,True,2007,20.0,39.5,21.0,14.0
Call of Duty 4: Modern Warfare,True,4,True,True,Action,True,Activision,True,94,2.91,24.95,PlayStation 3,E,True,2007,7.0,15.0,9.0,7.0
Mario & Sonic at the Olympic Games,True,4,True,True,Action,True,"Nintendo,Sega",True,67,2.74,29.95,Nintendo Wii,E,True,2007,9.0,10.0,9.58,7.0
LEGO Star Wars: The Complete Saga,True,1,True,True,Action,True,Unknown,True,80,2.66,17.95,Nintendo DS,E,True,2007,20.0,39.5,21.0,14.0
Forza Motorsport 2,True,2,True,True,Racing / Driving,True,Microsoft,True,90,2.48,12.95,X360,T,True,2007,58.22,67.38,55.0,54.2
Madden NFL 08,True,4,True,True,Sports,True,EA,True,85,2.32,9.95,X360,E,True,2007,17.0,10.0,291.0,17.0
Guitar Hero II,True,2,True,True,Action,True,Activision,True,92,2.04,17.95,X360,T,True,2007,9.5,30.0,20.0,9.0
Rock Band,True,4,True,True,Action,True,Unknown,True,92,2.02,14.95,X360,E,True,2007,8.0,42.0,26.37,7.75
The Legend of Zelda: Phantom Hourglass,True,1,True,True,Action,True,Nintendo,True,90,1.92,24.95,Nintendo DS,E,True,2007,19.4,25.0,20.0,15.57
Pokmon Mystery Dungeon: Explorers of Darkness,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,59,1.91,15.95,Nintendo DS,E,True,2007,23.9,81.13,28.92,20.85
Pokmon Mystery Dungeon: Explorers of Time,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,59,1.91,24.95,Nintendo DS,T,True,2007,23.9,81.13,28.92,20.85
Assassin's Creed,True,1,True,True,Action,True,Ubisoft,True,81,1.77,17.95,PlayStation 3,T,True,2007,17.0,30.0,19.62,15.0
Uncharted: Drake's Fortune,True,1,True,True,Action,True,Sony,True,88,1.76,24.95,PlayStation 3,T,True,2007,9.0,16.98,10.0,8.47
Mass Effect,True,1,True,True,Action,True,Microsoft,True,91,1.57,17.95,X360,T,True,2007,25.0,40.83,28.0,16.5
Cooking Mama 2: Dinner with Friends,True,1,True,True,Simulation,True,Unknown,True,70,1.56,17.95,Nintendo DS,E,True,2007,5.18,22.93,-100.0,5.13
BioShock,True,1,True,True,Action,True,2K,True,96,1.52,16.95,X360,T,True,2007,13.5,20.0,15.0,12.0
Super Paper Mario,True,1,True,True,Action,True,Nintendo,True,85,1.5,29.95,Nintendo Wii,E,True,2007,19.77,48.43,22.22,18.0
Game Party,True,4,True,True,Action,True,Midway,True,25,1.49,14.95,Nintendo Wii,T,True,2007,2.0,2.0,-100.0,-100.0
Ratchet & Clank: Size Matters,True,1,True,True,Action,True,Sony,True,85,1.47,14.95,Sony PSP,E,True,2007,7.12,17.0,7.12,7.0
Dance Dance Revolution Hottest Party,True,4,True,True,Action,True,Konami,True,73,1.45,17.95,Nintendo Wii,T,True,2007,8.0,-100.0,-100.0,8.0
Cooking Mama: Cook Off,True,2,True,True,Simulation,True,Unknown,True,61,1.38,14.95,Nintendo Wii,M,True,2007,3.4,-100.0,-100.0,3.4
Gran Turismo 5: Prologue,True,2,True,True,Racing / Driving,True,Sony,True,80,1.31,24.95,PlayStation 3,E,True,2007,11.0,-100.0,27.5,10.72
Professor Layton and the Curious Village,True,1,True,True,Adventure,True,Nintendo,True,85,1.26,23.95,Nintendo DS,E,True,2007,13.88,14.7,14.65,12.47
Resident Evil 4,True,1,True,True,Action,True,Capcom,True,91,1.24,16.95,Nintendo Wii,T,True,2007,17.5,25.0,20.0,16.0
The Elder Scrolls IV: Oblivion,True,1,True,True,Action,True,Ubisoft,True,93,1.2,17.95,PlayStation 3,T,True,2007,80.0,185.0,86.95,24.0
Transformers: Autobots,True,1,True,True,Action,True,Activision,True,67,1.17,17.95,Nintendo DS,E,True,2007,-100.0,-100.0,-100.0,-100.0
Transformers: Decepticons,True,1,True,True,Action,True,Activision,True,66,1.17,17.95,Nintendo DS,M,True,2007,-100.0,-100.0,-100.0,-100.0
Diddy Kong Racing DS,True,1,True,True,Racing / Driving,True,Nintendo,True,63,1.16,24.95,Nintendo DS,T,True,2007,12.5,23.82,-100.0,11.03
Big Brain Academy: Wii Degree,True,8,True,True,Action,True,Nintendo,True,68,1.1,19.95,Nintendo Wii,M,True,2007,20.0,-100.0,20.0,-100.0
Need for Speed: ProStreet,True,2,True,True,Racing / Driving,True,EA,True,72,1.1,16.95,X360,T,True,2007,12.0,15.87,13.5,10.0
Deal or No Deal,True,1,True,True,Strategy,True,Unknown,True,20,1.1,11.95,Nintendo DS,E,True,2007,0.12,4.42,-100.0,0.1
LEGO Star Wars: The Complete Saga,True,2,True,True,Action,True,Unknown,True,80,1.09,17.95,X360,T,True,2007,20.0,39.5,21.0,14.0
Sonic and the Secret Rings,True,4,True,True,Action,True,Sega,True,69,1.08,16.95,Nintendo Wii,E,True,2007,9.27,13.73,8.0,9.27
The Orange Box,True,1,True,True,Action,True,Unknown,True,96,1.06,17.95,X360,E,True,2007,29.0,54.5,27.0,28.75
Crackdown,True,1,True,True,Action,True,Microsoft,True,83,1.02,14.95,X360,M,True,2007,12.33,40.0,16.45,10.0
Rock Band,True,4,True,True,Action,True,Unknown,True,92,1.01,14.95,PlayStation 3,M,True,2007,8.0,42.0,26.37,7.75
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,72,1.0,17.95,Nintendo Wii,T,True,2007,-100.0,-100.0,-100.0,-100.0
WWE Smackdown vs. Raw 2008,True,4,True,True,Sports,True,THQ,True,71,0.96,12.95,X360,T,True,2007,13.1,50.5,30.9,10.0
Madden NFL 08,True,4,True,True,Sports,True,EA,True,81,0.94,9.95,PlayStation 3,T,True,2007,17.0,10.0,291.0,17.0
Call of Duty 4: Modern Warfare,True,1,True,True,Action,True,Activision,True,75,0.94,19.95,Nintendo DS,T,True,2007,7.0,15.0,9.0,7.0
MySims,True,1,True,True,Simulation,True,EA,True,68,0.94,17.95,Nintendo Wii,T,True,2007,7.28,-100.0,9.0,7.18
Mario Strikers Charged,True,4,True,True,Action,True,Nintendo,True,79,0.93,29.95,Nintendo Wii,E,True,2007,12.0,-100.0,14.0,10.0
Star Wars Battlefront: Renegade Squadron,True,1,True,True,Action,True,Unknown,True,73,0.93,16.95,Sony PSP,T,True,2007,2.72,-100.0,4.12,2.72
Flash Focus: Vision Training in Minutes a Day,True,1,True,True,Action,True,Nintendo,True,59,0.91,17.95,Nintendo DS,T,True,2007,6.0,-100.0,-100.0,6.0
Metroid Prime 3: Corruption,True,1,True,True,Action,True,Nintendo,True,90,0.91,19.95,Nintendo Wii,T,True,2007,15.55,18.5,16.7,14.0
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,True,1,True,True,Action,True,Ubisoft,True,86,0.89,14.95,X360,T,True,2007,8.75,-100.0,-100.0,8.75
Madden NFL 08,True,4,True,True,Sports,True,EA,True,76,0.86,12.95,Nintendo Wii,M,True,2007,17.0,10.0,291.0,17.0
Ratchet & Clank Future: Tools of Destruction,True,1,True,True,Action,True,Sony,True,89,0.86,22.95,PlayStation 3,E,True,2007,14.0,39.5,15.0,13.37
LEGO Star Wars: The Complete Saga,True,2,True,True,Action,True,Unknown,True,80,0.85,17.95,PlayStation 3,M,True,2007,20.0,39.5,21.0,14.0
Rayman Raving Rabbids 2,True,4,True,True,Action,True,Ubisoft,True,67,0.84,17.95,Nintendo Wii,T,True,2007,5.0,-100.0,12.0,5.0
NBA 2K8 ,True,1,True,True,Sports,True,2K,True,81,0.8300000000000001,9.95,X360,M,True,2007,4.0,-100.0,-100.0,4.0
Namco Museum DS,True,1,True,True,Action,True,Namco,True,67,0.8,17.95,Nintendo DS,E,True,2007,10.0,-100.0,-100.0,10.0
Need for Speed: ProStreet,True,2,True,True,Racing / Driving,True,EA,True,73,0.75,16.95,PlayStation 3,T,True,2007,12.0,15.87,13.5,10.0
Blazing Angels: Squadrons of WWII,True,2,True,True,Action,True,Ubisoft,True,57,0.75,16.95,Nintendo Wii,E,True,2007,-100.0,-100.0,-100.0,-100.0
Drawn to Life,True,1,True,True,Action,True,THQ,True,73,0.75,17.95,Nintendo DS,T,True,2007,14.0,12.8,14.0,14.37
EA Playground,True,4,True,True,Action,True,EA,True,66,0.72,17.95,Nintendo Wii,T,True,2007,-100.0,-100.0,-100.0,-100.0
Major League Baseball 2K7,True,2,True,True,Sports,True,2K,True,79,0.7000000000000001,9.95,X360,E,True,2007,-100.0,-100.0,-100.0,-100.0
Resident Evil: The Umbrella Chronicles,True,2,True,True,Action,True,"Capcom,Nintendo",True,75,0.6900000000000001,19.95,Nintendo Wii,T,True,2007,9.0,20.0,12.62,7.25
NCAA Football 08,True,2,True,True,Sports,True,EA,True,81,0.68,9.95,X360,E,True,2007,12.0,-100.0,-100.0,12.0
Spectrobes,True,1,True,True,Action,True,Unknown,True,63,0.68,14.95,Nintendo DS,E,True,2007,22.07,26.03,14.0,-100.0
The Sims 2: Castaway,True,1,True,True,Simulation,True,EA,True,66,0.66,16.95,Nintendo DS,M,True,2007,8.0,-100.0,8.0,-100.0
WWE Smackdown vs. Raw 2008,True,6,True,True,Sports,True,THQ,True,74,0.64,14.95,PlayStation 3,E,True,2007,13.1,50.5,30.9,10.0
Madden NFL 08,True,1,True,True,Sports,True,EA,True,75,0.64,9.95,Sony PSP,E,True,2007,17.0,10.0,291.0,17.0
NBA Live 08,True,4,True,True,Sports,True,EA,True,73,0.6000000000000001,9.95,PlayStation 3,M,True,2007,-100.0,-100.0,-100.0,-100.0
The Simpsons Game,True,1,True,True,Action,True,EA,True,69,0.6000000000000001,17.95,Nintendo DS,M,True,2007,1.0,1.0,-100.0,0.87
Ace Combat 6: Fires of Liberation,True,1,True,True,Action,True,Namco,True,80,0.58,19.95,X360,E,True,2007,13.75,-100.0,19.7,13.25
Heavenly Sword,True,1,True,True,Action,True,Sony,True,79,0.5700000000000001,24.95,PlayStation 3,E,True,2007,7.0,15.0,7.73,7.0
Ninja Gaiden Sigma,True,1,True,True,Action,True,Unknown,True,88,0.5700000000000001,19.95,PlayStation 3,E,True,2007,14.53,16.0,16.0,14.15
Ben 10: Protector of the Earth,True,1,True,True,Action,True,Unknown,True,63,0.5700000000000001,16.95,Nintendo Wii,T,True,2007,4.55,4.33,4.22,5.13
The Simpsons Game,True,2,True,True,Action,True,EA,True,71,0.55,17.95,X360,T,True,2007,1.0,1.0,-100.0,0.87
CrossworDS,True,1,True,True,Educational,True,Unknown,True,67,0.53,17.95,Nintendo DS,T,True,2007,17.2,-100.0,17.2,-100.0
Sonic Rush Adventure,True,1,True,True,Action,True,Sega,True,78,0.52,24.95,Nintendo DS,T,True,2007,9.0,11.0,8.0,6.0
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,80,0.51,14.95,X360,T,True,2007,-100.0,-100.0,-100.0,-100.0
Tony Hawk's Proving Ground,True,2,True,True,Sports,True,Activision,True,72,0.51,16.95,X360,T,True,2007,8.13,-100.0,-100.0,8.13
Call of Duty: Roads to Victory,True,1,True,True,Action,True,Activision,True,64,0.51,24.95,Sony PSP,E,True,2007,6.25,7.25,6.25,4.92
Transformers: The Game,True,1,True,True,Action,True,Activision,True,52,0.51,14.95,X360,M,True,2007,5.5,18.28,17.35,5.0
NBA 2K8,True,7,True,True,Sports,True,2K,True,81,0.5,9.95,PlayStation 3,M,True,2007,4.0,-100.0,-100.0,4.0
Medal of Honor: Heroes 2,True,1,True,True,Action,True,EA,True,69,0.5,17.95,Sony PSP,E,True,2007,5.0,-100.0,5.0,5.0
Spider-Man 3,True,1,True,True,Action,True,Activision,True,63,0.5,11.95,X360,E,True,2007,10.32,10.82,11.32,9.67
Tom Clancy's Rainbow Six: Vegas,True,2,True,True,Action,True,Ubisoft,True,86,0.49,16.95,PlayStation 3,E,True,2007,9.0,12.0,12.65,9.0
Need for Speed: ProStreet,True,2,True,True,Racing / Driving,True,EA,True,61,0.49,16.95,Nintendo Wii,M,True,2007,12.0,15.87,13.5,10.0
NBA LIVE 08 ,True,1,True,True,Sports,True,EA,True,73,0.49,9.95,X360,T,True,2007,-100.0,-100.0,-100.0,-100.0
Dance Dance Revolution Universe 2,True,4,True,True,Action,True,Konami,True,65,0.48,19.95,X360,T,True,2007,8.0,-100.0,-100.0,8.0
MX vs. ATV Untamed,True,2,True,True,Racing / Driving,True,THQ,True,70,0.48,17.95,X360,T,True,2007,12.0,-100.0,-100.0,12.0
Final Fantasy IV,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,85,0.48,17.95,Nintendo DS,T,True,2007,35.38,52.0,39.22,31.08
NBA Street Homecourt,True,4,True,True,Sports,True,EA,True,80,0.47,7.95,X360,T,True,2007,7.72,7.72,23.62,-100.0
The Simpsons Game,True,2,True,True,Action,True,EA,True,64,0.47,17.95,Nintendo Wii,T,True,2007,1.0,1.0,-100.0,0.87
Winter Sports: The Ultimate Challenge,True,1,True,True,Racing / Driving,True,Unknown,True,52,0.47,16.95,Nintendo Wii,E,True,2007,-100.0,-100.0,-100.0,-100.0
WWE Smackdown vs. Raw 2008,True,4,True,True,Sports,True,THQ,True,68,0.46,16.95,Sony PSP,E,True,2007,13.1,50.5,30.9,10.0
Tiger Woods PGA Tour 07,True,4,True,True,Sports,True,EA,True,71,0.46,17.95,Nintendo Wii,T,True,2007,10.0,-100.0,-100.0,10.0
Crash of the Titans,True,1,True,True,Action,True,Unknown,True,73,0.46,17.95,Nintendo DS,T,True,2007,8.0,9.22,10.1,7.5
Sonic Rivals 2,True,1,True,True,Action,True,Sega,True,60,0.46,22.95,Sony PSP,M,True,2007,22.0,22.0,-100.0,-100.0
Boogie,True,2,True,True,Action,True,EA,True,57,0.45,17.95,Nintendo Wii,T,True,2007,-100.0,-100.0,-100.0,-100.0
Medal of Honor: Airborne,True,2P,True,True,Action,True,EA,True,73,0.45,17.95,X360,E,True,2007,6.0,10.75,8.2,6.0
The Sims 2: Castaway,True,1,True,True,Simulation,True,EA,True,73,0.45,17.95,Nintendo Wii,T,True,2007,8.0,-100.0,8.0,-100.0
Spider-Man 3,True,1,True,True,Action,True,Activision,True,53,0.45,14.95,Nintendo Wii,T,True,2007,10.32,10.82,11.32,9.67
Lost Odyssey,True,1,True,True,Role-Playing (RPG),True,Microsoft,True,78,0.45,19.95,X360,T,True,2007,65.38,97.9,70.0,50.0
Bee Movie Game,True,1,True,True,Adventure,True,Activision,True,58,0.44,17.95,Nintendo DS,E,True,2007,5.63,6.0,5.27,5.92
Spider-Man 3,True,1,True,True,Action,True,Activision,True,79,0.44,16.95,Nintendo DS,M,True,2007,10.32,10.82,11.32,9.67
Final Fantasy Tactics,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,88,0.44,17.95,Sony PSP,M,True,2007,50.0,84.0,56.2,38.0
Endless Ocean,True,1,True,True,Simulation,True,Nintendo,True,72,0.44,24.95,Nintendo Wii,E,True,2007,10.97,-100.0,10.97,-100.0
SingStar,True,6,True,True,Simulation,True,Sony,True,82,0.43,14.95,PlayStation 3,E,True,2007,-100.0,-100.0,-100.0,-100.0
Ratatouille,True,1,True,True,Action,True,THQ,True,62,0.43,19.95,Nintendo Wii,T,True,2007,12.5,15.0,26.75,10.0
The Sims 2: Pets,True,1,True,True,Simulation,True,EA,True,65,0.43,22.95,Nintendo Wii,T,True,2007,27.7,-100.0,27.7,-100.0
Two Worlds,True,1,True,True,Action,True,Unknown,True,50,0.43,14.95,X360,M,True,2007,27.58,60.0,27.72,15.75
Crash of the Titans,True,2,True,True,Action,True,Unknown,True,69,0.42,17.95,Nintendo Wii,E,True,2007,8.0,9.22,10.1,7.5
Sonic the Hedgehog,True,2,True,True,Action,True,Sega,True,46,0.41,14.95,X360,T,True,2007,3.13,8.87,4.0,2.87
Mega Man Star Force: Dragon,True,1,True,True,Action,True,Capcom,True,60,0.41,27.95,Nintendo DS,T,True,2007,20.0,31.95,25.0,16.62
Sonic the Hedgehog,True,2,True,True,Action,True,Sega,True,43,0.4,16.95,PlayStation 3,M,True,2007,3.13,8.87,4.0,2.87
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,69,0.4,24.95,Nintendo Wii,T,True,2007,12.25,15.0,10.0,10.0
Nicktoons: Attack of the Toybots,True,1,True,True,Action,True,THQ,True,60,0.4,14.95,Nintendo Wii,T,True,2007,-100.0,-100.0,-100.0,-100.0
WWE Smackdown vs. Raw 2008,True,4,True,True,Sports,True,THQ,True,59,0.39,12.95,Nintendo Wii,M,True,2007,13.1,50.5,30.9,10.0
The Simpsons Game,True,2,True,True,Action,True,EA,True,71,0.39,17.95,PlayStation 3,E,True,2007,1.0,1.0,-100.0,0.87
DiRT,True,1,True,True,Racing / Driving,True,Unknown,True,83,0.39,17.95,X360,E,True,2007,13.0,38.0,14.0,12.88
Kane & Lynch: Dead Men,True,2,True,True,Action,True,Eidos,True,65,0.38,14.95,X360,E,True,2007,6.0,9.0,6.33,6.0
Jam Sessions,True,1,True,True,Educational,True,Ubisoft,True,72,0.38,8.95,Nintendo DS,T,True,2007,0.25,-100.0,-100.0,0.25
Monster Hunter Freedom 2,True,1,True,True,Action,True,Capcom,True,72,0.38,12.95,Sony PSP,T,True,2007,68.0,453.13,68.0,38.0
Shadowrun,True,1,True,True,Action,True,Microsoft,True,66,0.38,12.95,X360,E,True,2007,27.0,37.5,27.35,20.0
Thrillville: Off the Rails,True,4,True,True,Simulation,True,Unknown,True,70,0.37,16.95,Nintendo Wii,E,True,2007,9.63,10.75,32.0,8.5
Tony Hawk's Proving Ground,True,2,True,True,Sports,True,Activision,True,73,0.37,12.95,PlayStation 3,E,True,2007,8.13,-100.0,-100.0,8.13
My Word Coach,True,1,True,True,Educational,True,Ubisoft,True,71,0.37,15.95,Nintendo DS,T,True,2007,-100.0,-100.0,-100.0,-100.0
The World Ends With You,True,1,True,True,Action,True,SquareEnix,True,88,0.37,17.95,Nintendo DS,M,True,2007,30.0,125.43,50.0,25.0
The BIGS,True,4,True,True,Action,True,2K,True,66,0.36,17.95,Nintendo Wii,M,True,2007,10.13,46.68,-100.0,0.53
NCAA Football 08,True,2,True,True,Sports,True,EA,True,77,0.36,9.95,PlayStation 3,T,True,2007,12.0,-100.0,-100.0,12.0
Final Fantasy Tactics A2: Grimoire of the Rift,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,80,0.36,17.95,Nintendo DS,E,True,2007,75.0,110.25,80.0,50.0
Beowulf: The Game,True,1,True,True,Action,True,Ubisoft,True,51,0.36,12.95,X360,E,True,2007,8.08,-100.0,8.08,10.5
The Darkness,True,1,True,True,Action,True,2K,True,82,0.36,14.95,X360,M,True,2007,10.0,20.0,11.12,9.5
